Year,Quarter,mta_station,American Indian_arrests,Black_arrests,Hispanic_arrests,Unknown_arrests,White_arrests,Grand Total_arrests,American Indian_summonses,Black_summonses,Hispanic_summonses,Unknown_summonses,White_summonses,Grand Total_summonses
2018,3,Far Rockaway-Mott Av (A),0,7,0,0,0,7,0,42,9,0,1,52
2018,3,"Flatbush Av-Brooklyn College (2,5)",0,1,0,0,0,1,0,12,3,0,1,18
2018,3,Flushing Av (G),0,0,0,0,0,0,0,0,1,0,1,3
2018,3,"Flushing Av (J,M)",0,0,0,0,0,0,0,5,0,0,2,7
2018,3,Flushing-Main St (7),0,0,2,0,0,2,1,6,13,4,9,45
2018,3,Fordham Rd (4),0,1,2,0,0,3,0,24,51,0,1,76
2018,3,"Fordham Rd (B,D)",0,3,3,0,1,7,0,34,34,0,2,74
2018,3,Fort Hamilton Pkwy (D),0,0,0,0,1,1,0,3,16,4,7,34
2018,3,"Franklin Av (2,3,4,5)/Botanic Garden (S)",0,4,1,0,0,5,0,43,5,0,11,59
2018,3,"Franklin Av (C,S)",0,6,0,0,1,7,0,31,7,4,6,48
2018,3,Franklin St (1),0,0,0,0,0,0,0,1,1,0,0,2
2018,3,"Freeman St (2,5)",0,4,2,0,0,6,0,16,9,0,2,28
2018,3,Fresh Pond Rd (M),0,0,0,0,0,0,0,1,1,0,0,2
2018,3,"Fulton St (A,C,J,Z,2,3,4,5)",0,1,1,0,0,2,0,13,9,3,5,30
2018,3,Fulton St (G),0,0,0,0,0,0,0,1,1,0,0,2
2018,3,"Gates Av (J,Z)",0,0,1,0,0,1,0,0,1,0,0,1
2018,3,Graham Av (L),0,0,0,0,0,0,0,0,1,0,0,1
2018,3,"Grand Army Plaza (2,3)",0,0,0,0,0,0,0,1,2,0,0,3
2018,3,"Grand Av-Newtown (M,R)",0,0,1,0,0,1,0,2,1,3,1,12
2018,3,"Grand Central-42 St (S,4,5,6,7)",0,1,1,0,0,2,0,34,28,4,24,95
2018,3,"Grand St (B,D)",0,1,0,0,0,1,0,2,0,0,1,4
2018,3,Grand St (L),0,0,0,0,0,0,0,1,3,0,1,5
2018,3,Grant Av (A),0,2,2,0,0,4,0,5,4,1,0,10
2018,3,Greenpoint Av (G),0,0,0,0,0,0,0,0,1,2,0,3
2018,3,"Gun Hill Rd (2,5)",0,14,4,0,0,19,0,94,61,3,4,164
2018,3,Gun Hill Rd (5),0,0,3,0,0,3,0,18,6,0,1,25
2018,3,Halsey St (J),0,1,1,0,0,2,0,9,8,0,4,21
2018,3,Halsey St (L),0,2,1,0,1,4,0,4,14,0,4,23
2018,3,Harlem-148 St (3),0,0,0,0,0,0,0,4,0,0,0,4
2018,3,"High St (A,C)",0,0,0,0,0,0,0,0,1,0,0,2
2018,3,Howard Beach-JFK Airport (A),0,0,0,0,0,0,1,0,2,0,0,3
2018,3,"Hoyt St (2,3)",0,0,0,0,0,0,0,5,2,0,1,9
2018,3,"Hoyt-Schermerhorn Sts (A,C,G)",0,5,1,0,1,8,0,35,17,0,14,68
2018,3,Hunts Point Av (6),0,4,5,0,0,9,0,28,29,2,2,61
2018,3,"Intervale Av (2,5)",0,2,0,0,0,2,0,19,7,1,1,28
2018,3,Inwood-207 St (A),0,1,0,0,0,1,0,1,1,0,0,2
2018,3,"Jackson Av (2,5)",0,3,1,0,0,4,0,17,16,0,1,34
2018,3,"Jamaica Center-Parsons-Archer (E,J,Z)",0,8,1,0,0,10,0,73,19,6,3,102
2018,3,Jamaica-179 St (F),0,0,0,0,0,0,0,6,8,5,0,22
2018,3,Jamaica-Van Wyck (E),0,0,1,0,0,1,0,0,1,0,0,1
2018,3,"Jay St-MetroTech (A,C,F,R)",0,19,9,0,4,35,1,176,90,22,47,363
2018,3,Jefferson St (L),0,2,0,0,0,2,0,4,5,0,2,12
2018,3,Junction Blvd (7),0,0,1,0,0,2,0,1,27,2,1,35
2018,3,"Kew Gardens-Union Turnpike (E,F)",0,1,0,0,0,1,0,5,5,3,1,17
2018,3,"Kings Hwy (B,Q)",0,1,2,0,3,6,0,18,15,7,50,96
2018,3,Kings Hwy (F),0,0,0,0,0,0,0,1,0,0,3,4
2018,3,Kings Hwy (N),0,0,0,0,0,0,0,0,1,0,0,1
2018,3,Kingsbridge Rd (4),0,0,0,0,0,0,0,15,19,0,2,38
2018,3,"Kingsbridge Rd (B,D)",0,0,3,0,0,3,0,17,34,0,0,52
2018,3,Kingston Av (3),0,0,0,0,0,0,0,2,0,0,0,2
2018,3,Kingston-Throop Avs (C),0,2,0,0,0,2,0,17,3,3,1,26
2018,3,Kosciuszko St (J),0,1,0,0,0,1,0,2,1,0,0,3
2018,3,Lafayette Av (C),0,0,0,0,0,0,0,9,2,0,3,14
2018,3,"Lexington Av (N,R,W)/59 St (4,5,6)",0,3,0,1,0,4,2,26,26,1,12,72
2018,3,"Lexington Av-53 St (E,M)/51 St (6)",0,0,1,0,0,1,0,9,3,1,8,23
2018,3,"Lexington Av-63 St (F,Q)",0,0,0,0,0,0,0,2,1,0,0,3
2018,3,Livonia Av (L),0,5,2,0,0,7,0,35,13,0,2,50
2018,3,Longwood Av (6),0,1,0,0,0,1,0,0,5,0,0,5
2018,3,"Lorimer St (J,M)",0,0,0,0,0,0,0,2,0,1,0,4
2018,3,Lorimer St (L)/Metropolitan Av (G),0,0,0,0,1,1,0,5,2,1,5,17
2018,3,Marble Hill-225 St (1),0,0,0,0,0,0,0,0,2,0,0,2
2018,3,"Marcy Av (J,M,Z)",0,1,3,0,2,6,0,5,14,2,13,38
2018,3,Mets-Willets Point (7),0,0,0,0,0,0,0,0,2,0,0,2
2018,3,Middletown Rd (6),0,0,0,0,0,0,0,0,1,0,1,2
2018,3,Morgan Av (L),0,0,1,0,1,2,0,21,18,11,61,117
2018,3,Morris Park (5),0,0,0,0,0,0,0,0,0,0,2,2
2018,3,Morrison Av-Soundview (6),0,3,1,0,0,4,1,20,16,0,0,37
2018,3,Mosholu Pkwy (4),0,0,2,0,0,2,0,0,0,0,2,2
2018,3,Mt Eden Av (4),0,5,2,0,0,7,0,27,16,0,1,44
2018,3,"Myrtle Av (J,M,Z)",0,0,0,0,0,0,0,6,1,1,6,15
2018,3,Myrtle-Willoughby Avs (G),0,2,0,0,0,2,0,7,8,0,10,26
2018,3,"Myrtle-Wyckoff Avs (L,M)",0,1,0,0,0,1,0,12,11,0,9,35
2018,3,Nassau Av (G),0,0,0,0,1,1,0,0,0,0,0,0
2018,3,Neck Rd (Q),0,0,0,0,0,0,0,0,0,0,1,1
2018,3,"Nereid Av (2,5)",0,0,0,0,1,1,0,2,0,0,2,4
2018,3,"Nevins St (2,3,4,5)",0,8,2,0,1,11,0,59,16,5,15,96
2018,3,New Lots Av (3),0,2,0,0,0,2,0,19,3,0,0,22
2018,3,New Lots Av (L),0,2,0,0,0,2,0,0,0,0,0,2
2018,3,New Utrecht Av (N)/62 St (D),0,0,0,0,0,0,0,3,3,3,3,12
2018,3,"Newkirk Av (2,5)",0,0,0,0,0,0,0,10,1,0,0,11
2018,3,"Newkirk Plaza (B,Q)",0,1,0,0,0,1,0,2,0,1,2,6
2018,3,"Northern Blvd (M,R)",0,0,0,0,0,0,0,0,0,1,0,1
2018,3,"Norwood Av (J,Z)",0,0,0,0,0,0,0,0,4,0,0,4
2018,3,Norwood-205 St (D),0,0,1,0,0,1,0,7,25,1,3,38
2018,3,Nostrand Av (3),0,0,0,0,0,0,0,4,0,0,1,5
2018,3,"Nostrand Av (A,C)",0,12,1,1,2,17,1,146,39,10,14,213
2018,3,Ocean Pkwy (Q),0,0,0,0,0,0,0,0,0,0,1,1
2018,3,Ozone Park-Lefferts Blvd (A),0,3,2,0,0,5,0,16,12,16,0,48
2018,3,Parkchester (6),0,7,6,0,0,15,6,94,84,5,3,213
2018,3,Parkside Av (Q),0,0,0,0,0,0,0,1,0,0,2,3
2018,3,Parsons Blvd (F),0,0,0,0,0,0,0,3,0,0,0,3
2018,3,Pelham Bay Park (6),0,1,1,0,0,2,0,15,14,1,2,32
2018,3,"Pelham Pkwy (2,5)",0,1,0,0,0,1,0,22,13,2,3,40
2018,3,Pelham Pkwy (5),0,0,1,0,0,1,0,3,1,1,0,5
2018,3,Pennsylvania Av (3),0,1,0,0,0,1,0,14,2,0,0,16
2018,3,"President St (2,5)",0,1,0,0,0,1,0,1,0,0,0,1
2018,3,"Prince St (R,W)",0,0,0,0,0,0,0,4,2,1,4,12
2018,3,"Prospect Av (2,5)",0,0,3,0,0,3,0,50,31,0,5,87
2018,3,Prospect Av (R),0,0,0,0,0,0,0,3,0,0,0,3
2018,3,"Prospect Park (B,Q,S)",0,0,0,0,0,0,0,34,5,0,5,45
2018,3,"Queens Plaza (E,M,R)",0,1,1,1,0,4,0,4,1,2,1,8
2018,3,"Queensboro Plaza (N,W,7)",0,1,0,0,0,1,0,6,2,0,3,11
2018,3,Ralph Av (C),0,4,0,0,0,4,0,11,2,1,2,17
2018,3,"Rector St (R,W)",0,0,0,0,0,0,0,1,0,0,0,1
2018,3,Rockaway Av (3),0,3,2,0,1,6,0,25,8,0,0,34
2018,3,Rockaway Av (C),0,1,0,0,0,1,0,10,0,0,1,13
2018,3,Rockaway Blvd (A),0,0,3,0,0,3,0,11,10,1,1,25
2018,3,"Rockaway Park-Beach 116 St (A,S)",0,0,0,0,0,0,0,0,0,1,2,3
2018,3,Saratoga Av (3),0,4,1,0,0,5,0,20,4,0,2,26
2018,3,"Sheepshead Bay (B,Q)",0,0,0,1,4,5,0,16,9,6,33,70
2018,3,"Simpson St (2,5)",0,3,4,0,0,7,0,47,39,1,4,91
2018,3,"Smith-9 Sts (F,G)",0,0,0,0,0,0,0,2,5,1,1,10
2018,3,"South Ferry (1)/Whitehall St (R,W)",0,4,1,0,3,8,1,77,23,3,37,146
2018,3,Spring St (6),0,1,0,0,1,2,0,2,2,1,2,7
2018,3,"Spring St (C,E)",0,0,0,0,0,0,0,2,1,0,0,3
2018,3,St Lawrence Av (6),0,0,1,0,0,1,0,9,7,0,0,16
2018,3,"Steinway St (M,R)",0,0,0,0,0,0,0,1,5,4,7,18
2018,3,"Sterling St (2,5)",0,0,0,0,0,0,0,4,1,0,0,5
2018,3,Sutphin Blvd (F),0,0,0,0,0,1,0,1,3,1,0,6
2018,3,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",0,3,1,0,0,4,2,41,19,4,5,81
2018,3,Sutter Av (L),0,15,2,0,0,17,0,37,4,1,2,44
2018,3,Sutter Av-Rutland Rd (3),0,2,1,0,1,4,0,18,3,2,0,23
2018,3,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",0,28,14,2,4,48,6,536,430,97,291,1464
2018,3,"Tremont Av (B,D)",0,1,0,0,0,1,0,38,30,4,3,76
2018,3,Union St (R),0,0,0,0,0,0,0,0,1,0,2,3
2018,3,Unknown (),0,5,2,0,3,10,0,0,0,0,0,0
2018,3,"Utica Av (A,C)",0,8,1,0,0,9,0,52,7,3,11,74
2018,3,Van Cortlandt Park-242 St (1),0,0,0,0,0,0,0,5,1,0,5,11
2018,3,Van Siclen Av (3),0,1,1,0,0,2,0,8,2,0,0,10
2018,3,Van Siclen Av (C),0,1,0,0,0,1,0,2,0,0,0,2
2018,3,"Van Siclen Av (J,Z)",0,1,0,0,0,1,0,1,0,0,0,1
2018,3,Vernon Blvd-Jackson Av (7),0,0,0,0,0,0,0,0,1,1,1,3
2018,3,Wakefield-241 St (2),0,7,2,0,0,9,0,90,28,1,2,123
2018,3,"Wall St (4,5)",0,0,0,0,0,0,0,0,1,0,0,1
2018,3,"West 4 St-Washington Sq (A,B,C,D,E,F,M)",0,0,1,0,0,1,1,21,25,5,28,82
2018,3,"West 8 St-New York Aquarium (F,Q)",0,1,0,0,0,1,0,0,1,0,2,4
2018,3,"West Farms Sq-East Tremont Av (2,5)",0,5,3,0,1,9,0,49,78,0,2,131
2018,3,Westchester Sq-East Tremont Av (6),0,1,1,0,0,2,0,9,16,0,6,33
2018,3,Whitlock Av (6),0,1,3,0,0,4,0,2,3,0,0,5
2018,3,Wilson Av (L),0,0,0,0,0,0,0,0,1,0,0,1
2018,3,"Winthrop St (2,5)",0,2,0,0,0,2,0,6,1,0,0,7
2018,3,"Woodhaven Blvd (J,Z)",0,0,0,1,0,1,1,2,2,0,0,5
2018,3,"Woodhaven Blvd (M,R)",0,1,2,0,0,3,1,17,40,7,6,74
2018,3,Woodlawn (4),0,1,3,0,0,4,0,21,15,0,3,41
2018,3,Woodside-61 St (7),0,0,0,0,0,1,1,3,8,5,6,26
2018,3,WTC Cortlandt (1),0,0,0,0,0,0,0,1,0,1,0,2
2018,3,York St (F),0,1,0,0,0,1,0,7,3,0,6,17
2018,4,1 Av (L),0,0,0,0,0,0,1,1,2,0,9,13
2018,4,103 St (1),0,0,0,0,0,0,0,4,3,0,0,7
2018,4,103 St (6),0,0,0,0,0,0,0,18,12,1,8,40
2018,4,"103 St (B,C)",0,0,0,0,0,0,0,5,1,0,0,6
2018,4,103 St-Corona Plaza (7),0,0,0,0,0,0,0,2,30,0,0,32
2018,4,104 St (A),0,0,0,0,0,0,0,0,1,0,0,1
2018,4,110 St (6),0,0,0,0,0,0,0,0,5,0,0,5
2018,4,111 St (7),0,0,0,0,0,0,0,0,2,0,0,2
2018,4,111 St (A),0,0,0,0,0,0,0,0,1,0,0,1
2018,4,"116 St (2,3)",0,0,0,0,0,0,0,7,0,0,1,8
2018,4,116 St (6),0,1,1,0,0,2,0,6,11,0,2,19
2018,4,"116 St (B,C)",0,0,0,0,0,0,0,12,8,0,5,25
2018,4,116 St-Columbia University (1),0,0,0,0,0,0,0,3,2,0,1,6
2018,4,125 St (1),0,0,0,0,0,0,0,8,6,0,1,15
2018,4,"125 St (2,3)",0,0,0,0,0,0,0,6,8,1,4,20
2018,4,"125 St (4,5,6)",0,4,3,0,0,7,0,92,70,0,13,176
2018,4,"125 St (A,B,C,D)",0,11,2,0,0,13,1,126,64,10,41,248
2018,4,"135 St (2,3)",0,0,0,0,0,0,0,25,3,0,3,31
2018,4,"135 St (B,C)",0,0,1,0,0,1,0,25,19,1,3,49
2018,4,137 St-City College (1),1,0,0,0,0,1,0,2,9,0,0,11
2018,4,"138 St-Grand Concourse (4,5)",0,1,2,0,0,3,0,4,5,0,0,9
2018,4,"14 St (A,C,E)/8 Av (L)",0,0,0,0,1,1,3,26,23,11,23,94
2018,4,"14 St (F,M,1,2,3)/6 Av (L)",0,3,2,0,0,5,0,13,9,1,12,37
2018,4,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",0,11,16,0,4,32,7,167,152,32,246,668
2018,4,145 St (1),0,1,1,0,0,2,0,0,0,0,0,0
2018,4,"145 St (A,B,C,D)",0,1,2,0,0,3,1,40,41,4,13,107
2018,4,"149 St-Grand Concourse (2,4,5)",0,3,1,0,0,4,1,37,29,1,1,69
2018,4,"15 St-Prospect Park (F,G)",0,0,0,0,0,0,0,1,2,0,1,6
2018,4,"155 St (B,D)",0,0,0,0,0,0,0,1,1,0,0,2
2018,4,155 St (C),0,0,0,0,0,0,0,4,3,0,2,9
2018,4,157 St (1),0,0,0,0,0,0,0,4,11,1,5,21
2018,4,"161 St-Yankee Stadium (B,D,4)",0,5,7,2,0,14,1,42,41,0,5,89
2018,4,167 St (4),0,6,3,0,0,9,0,25,22,1,0,49
2018,4,"167 St (B,D)",0,0,0,0,0,0,0,0,2,0,1,3
2018,4,"168 St (A,C,1)",0,2,2,0,0,4,0,25,82,8,19,139
2018,4,169 St (F),0,0,0,0,0,0,1,11,11,6,0,36
2018,4,170 St (4),0,6,0,0,0,6,0,31,27,0,1,60
2018,4,"170 St (B,D)",0,2,2,0,2,6,0,55,65,3,2,128
2018,4,"174 St (2,5)",0,7,5,0,0,12,0,57,51,1,3,113
2018,4,"174-175 Sts (B,D)",0,0,0,0,0,0,0,5,5,0,0,10
2018,4,175 St (A),0,0,1,0,0,1,0,0,5,0,0,6
2018,4,176 St (4),0,1,1,0,0,2,0,9,13,0,1,23
2018,4,18 Av (D),0,0,0,0,0,0,0,2,1,1,0,5
2018,4,18 St (1),0,0,0,0,0,0,0,0,1,0,0,2
2018,4,181 St (1),0,0,0,0,0,0,0,6,7,0,1,14
2018,4,181 St (A),0,0,0,0,0,0,0,0,8,0,3,11
2018,4,"182-183 Sts (B,D)",0,2,2,0,0,4,0,17,16,1,1,35
2018,4,183 St (4),0,0,4,0,0,4,0,16,9,0,1,26
2018,4,191 St (1),0,0,0,0,0,0,0,1,1,0,0,2
2018,4,2 Av (F),0,0,0,0,0,0,0,8,6,0,11,26
2018,4,20 Av (D),0,0,0,0,0,0,0,0,2,0,1,3
2018,4,20 Av (N),0,0,0,0,0,0,0,0,1,0,0,4
2018,4,207 St (1),0,0,2,0,0,2,0,1,1,0,0,2
2018,4,215 St (1),0,0,0,0,0,0,0,0,1,0,0,1
2018,4,"219 St (2,5)",0,1,2,0,0,3,0,20,4,0,0,24
2018,4,"225 St (2,5)",0,0,0,0,0,0,0,4,1,0,0,5
2018,4,23 St (1),0,0,0,0,0,0,0,1,1,0,0,2
2018,4,23 St (6),0,0,0,0,0,0,0,0,6,0,4,11
2018,4,"23 St (C,E)",0,0,2,0,0,2,0,23,10,6,13,53
2018,4,"23 St (F,M)",0,0,0,0,0,0,0,3,0,0,1,4
2018,4,"23 St (R,W)",0,0,0,0,0,0,0,0,1,3,6,10
2018,4,231 St (1),0,0,0,0,0,0,0,0,3,0,0,3
2018,4,"233 St (2,5)",0,0,0,0,0,0,0,2,0,0,0,3
2018,4,238 St (1),0,0,0,0,0,0,0,0,0,0,1,1
2018,4,25 Av (D),0,0,0,0,0,0,0,0,5,0,4,11
2018,4,25 St (R),0,0,0,0,0,0,0,0,0,0,3,3
2018,4,28 St (1),0,0,0,0,0,0,0,1,1,0,2,4
2018,4,28 St (6),0,0,0,0,0,0,0,1,2,0,1,5
2018,4,"28 St (R,W)",0,0,0,0,0,0,0,3,3,3,6,17
2018,4,3 Av (L),0,1,0,0,0,1,0,1,2,0,2,5
2018,4,3 Av-138 St (6),0,15,5,0,1,21,0,89,106,6,7,211
2018,4,"3 Av-149 St (2,5)",0,13,6,0,2,21,0,162,109,2,21,298
2018,4,"30 Av (N,W)",0,0,0,0,0,0,0,2,0,3,3,8
2018,4,33 St (6),0,2,2,0,1,5,2,12,15,2,16,50
2018,4,33 St-Rawson St (7),0,0,0,0,0,0,0,1,2,0,0,3
2018,4,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",0,4,1,0,3,8,5,192,177,68,207,719
2018,4,"34 St-Penn Station (1,2,3)",0,2,0,0,0,2,0,34,25,5,20,93
2018,4,"34 St-Penn Station (A,C,E)",0,2,0,0,1,3,0,16,8,1,8,34
2018,4,"36 Av (N,W)",0,0,0,0,0,0,0,0,1,0,0,1
2018,4,"36 St (D,N,R)",0,1,0,0,0,1,0,8,7,0,3,27
2018,4,"39 Av-Dutch Kills (N,W)",0,0,0,0,0,0,0,0,0,0,1,1
2018,4,"4 Av (F,G)/9 St (R)",0,0,1,0,0,1,0,10,10,2,11,34
2018,4,"42 St-Bryant Pk (B,D,F,M)/5 Av (7)",0,0,0,0,0,0,0,18,18,1,14,52
2018,4,45 St (R),0,0,0,0,0,1,0,0,6,0,2,8
2018,4,"46 St (M,R)",0,0,0,0,0,0,0,1,1,0,0,2
2018,4,46 St-Bliss St (7),0,0,0,0,0,0,0,0,1,1,0,3
2018,4,"47-50 Sts-Rockefeller Center (B,D,F,M)",0,0,0,0,0,0,0,5,6,0,9,21
2018,4,"49 St (N,R,W)",0,3,6,0,2,11,0,33,34,3,16,93
2018,4,"5 Av-53 St (E,M)",0,0,0,0,0,0,0,6,4,4,4,18
2018,4,"5 Av-59 St (N,R,W)",0,0,0,0,0,0,0,0,4,0,3,7
2018,4,50 St (1),0,1,0,0,0,1,1,19,26,1,24,74
2018,4,"50 St (C,E)",0,0,3,0,1,4,0,12,7,2,7,32
2018,4,52 St (7),0,0,0,0,0,0,0,0,1,4,2,9
2018,4,53 St (R),0,0,1,0,0,1,0,6,8,0,1,15
2018,4,55 St (D),0,0,0,0,0,0,0,0,0,0,2,2
2018,4,57 St (F),0,0,0,0,0,0,0,0,0,1,0,1
2018,4,"57 St-7 Av (N,Q,R,W)",0,1,0,0,0,1,1,5,6,2,6,21
2018,4,"59 St (N,R)",0,1,5,0,0,7,1,6,13,0,8,33
2018,4,"59 St-Columbus Circle (A,B,C,D,1)",0,16,7,0,1,24,5,119,102,23,119,411
2018,4,"65 St (M,R)",0,0,0,0,0,0,0,0,1,0,0,1
2018,4,66 St-Lincoln Center (1),0,2,1,0,0,3,0,23,6,8,11,52
2018,4,"67 Av (M,R)",0,0,1,0,0,1,0,0,0,0,0,2
2018,4,68 St-Hunter College (6),0,0,0,0,0,0,0,3,10,2,9,27
2018,4,69 St (7),0,0,0,0,0,0,0,0,2,2,1,5
2018,4,"7 Av (B,D,E)",0,1,0,0,0,1,0,2,0,1,6,9
2018,4,"7 Av (B,Q)",0,0,0,0,0,0,0,1,0,0,0,1
2018,4,"7 Av (F,G)",0,0,0,0,0,0,0,1,0,0,0,1
2018,4,71 St (D),0,0,0,0,0,0,0,0,0,0,1,2
2018,4,"72 St (1,2,3)",0,0,0,0,1,1,0,25,27,19,66,143
2018,4,"72 St (B,C)",0,0,0,0,0,0,0,0,0,0,2,2
2018,4,72 St (Q),0,0,0,0,0,0,0,0,1,0,0,2
2018,4,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",0,0,5,0,1,6,3,16,74,42,10,175
2018,4,"75 Av (E,F)",0,0,0,0,0,0,0,1,0,0,0,1
2018,4,"75 St-Elderts Ln (J,Z)",0,0,0,0,0,0,0,0,1,0,0,1
2018,4,77 St (6),0,0,0,0,0,0,0,3,1,0,2,6
2018,4,77 St (R),0,0,0,0,0,0,0,0,0,0,1,1
2018,4,79 St (1),0,0,0,0,0,0,0,5,7,4,3,24
2018,4,79 St (D),0,0,0,0,0,0,0,2,3,0,1,8
2018,4,8 Av (N),0,0,0,0,0,0,0,1,0,0,0,1
2018,4,"8 St-New York University (R,W)",0,0,0,0,0,0,0,2,2,1,3,8
2018,4,80 St (A),0,0,0,0,0,0,0,7,5,3,2,19
2018,4,"81 St-Museum of Natural History (B,C)",0,0,0,0,0,0,0,0,4,0,0,6
2018,4,82 St-Jackson Hts (7),0,0,0,0,0,0,0,2,12,0,2,18
2018,4,86 St (1),0,2,0,0,0,2,0,24,29,1,18,74
2018,4,"86 St (4,5,6)",0,0,2,0,0,2,0,25,35,4,16,83
2018,4,"86 St (B,C)",0,0,0,0,0,0,0,0,0,0,1,1
2018,4,86 St (Q),0,0,0,0,0,0,1,0,2,1,2,6
2018,4,86 St (R),0,2,1,0,1,4,0,6,8,2,9,32
2018,4,88 St (A),0,0,0,0,0,0,0,1,0,0,0,1
2018,4,90 St-Elmhurst Av (7),0,0,1,0,0,1,0,0,4,0,0,5
2018,4,"96 St (1,2,3)",0,2,1,0,0,3,0,10,8,1,8,28
2018,4,96 St (6),0,0,1,0,0,1,2,36,33,2,27,106
2018,4,"96 St (B,C)",0,0,0,0,0,0,0,0,3,0,3,7
2018,4,96 St (Q),0,0,0,0,0,0,0,1,2,1,3,8
2018,4,"Allerton Av (2,5)",0,1,3,0,0,4,0,12,5,0,1,18
2018,4,Aqueduct Racetrack (A),0,0,0,0,0,0,0,25,6,17,5,70
2018,4,Aqueduct-North Conduit Av (A),0,0,0,0,0,0,0,1,0,2,1,4
2018,4,Astor Place (6),0,0,0,0,0,0,0,1,0,1,5,10
2018,4,"Astoria Blvd (N,W)",0,0,0,0,0,0,0,0,0,1,2,4
2018,4,"Astoria-Ditmars Blvd (N,W)",0,0,1,0,0,1,0,1,6,3,12,24
2018,4,Atlantic Av (L),0,0,0,0,0,0,0,2,0,0,0,2
2018,4,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",0,7,1,0,2,10,0,54,17,3,32,111
2018,4,Avenue J (Q),0,0,0,0,0,0,0,2,1,1,4,8
2018,4,Avenue M (Q),0,0,0,0,0,0,0,2,3,6,12,24
2018,4,Avenue N (F),0,0,0,0,0,0,0,0,1,0,1,2
2018,4,Avenue U (N),0,0,0,0,0,0,0,0,0,0,1,1
2018,4,Avenue U (Q),0,0,0,0,0,0,0,0,0,0,1,1
2018,4,Avenue X (F),0,0,0,0,0,0,0,1,0,0,0,1
2018,4,Bay 50 St (D),0,1,0,0,0,1,0,7,1,0,7,16
2018,4,Bay Pkwy (D),0,0,1,0,0,1,0,2,3,0,4,11
2018,4,Bay Pkwy (N),0,0,0,0,0,0,0,1,2,0,3,6
2018,4,Baychester Av (5),0,1,3,0,0,4,0,17,5,0,0,22
2018,4,Beach 25 St (A),0,0,0,0,0,0,0,16,3,0,0,19
2018,4,Beach 36 St (A),0,0,0,0,0,0,0,2,0,0,1,3
2018,4,Beach 44 St (A),0,1,0,0,0,1,0,7,2,0,0,10
2018,4,Beach 60 St (A),0,1,1,0,0,2,0,21,6,0,0,28
2018,4,Beach 67 St-Arverne By The Sea (A),0,3,0,0,0,3,0,21,7,1,6,35
2018,4,"Beach 90 St (A,S)",0,0,0,0,0,0,0,0,1,0,0,1
2018,4,Bedford Av (L),0,0,0,0,0,0,0,12,22,2,42,82
2018,4,"Bedford Park Blvd (B,D)",0,1,1,0,0,2,0,7,14,0,1,22
2018,4,Bedford Park Blvd-Lehman College (4),0,0,0,0,0,0,0,1,4,0,0,5
2018,4,Bedford-Nostrand Avs (G),0,1,0,0,0,1,0,17,2,1,14,36
2018,4,"Bergen St (2,3)",0,2,0,0,0,3,0,26,3,2,4,35
2018,4,"Bergen St (F,G)",0,1,0,0,0,1,0,8,8,1,14,34
2018,4,"Beverly Rd (2,5)",0,2,0,0,0,2,0,1,0,0,0,1
2018,4,"Bowery (J,Z)",0,1,0,0,0,1,0,1,4,1,3,9
2018,4,"Bowling Green (4,5)",0,0,0,0,0,0,0,2,0,0,0,2
2018,4,"Briarwood-Van Wyck Blvd (E,F)",0,0,0,0,0,1,0,0,0,1,3,4
2018,4,"Brighton Beach (B,Q)",0,0,0,0,0,0,0,6,6,7,30,51
2018,4,"Broad Channel (A,S)",0,0,0,0,1,1,0,0,0,0,0,0
2018,4,"Broad St (J,Z)",0,0,0,0,0,0,0,6,3,6,3,18
2018,4,"Broadway Junction (A,C,J,L,Z)",0,0,2,0,0,2,0,5,4,1,1,11
2018,4,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",0,0,0,0,0,0,0,6,7,5,15,34
2018,4,"Bronx Park East (2,5)",0,0,0,0,0,0,0,4,3,0,2,11
2018,4,Brook Av (6),0,3,4,0,1,9,0,30,21,0,0,51
2018,4,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",0,0,0,0,0,0,0,40,40,9,65,220
2018,4,Buhre Av (6),0,0,0,0,0,0,0,0,2,0,0,2
2018,4,"Burke Av (2,5)",0,1,0,0,0,1,0,1,0,0,0,1
2018,4,Burnside Av (4),0,1,1,0,0,2,0,16,17,0,1,34
2018,4,"Canal St (A,C,E)",0,1,0,0,0,1,0,0,7,0,3,11
2018,4,Canarsie-Rockaway Pkwy (L),0,2,0,0,1,3,0,16,3,1,0,20
2018,4,"Carroll St (F,G)",0,0,0,0,0,0,0,2,7,0,4,16
2018,4,Castle Hill Av (6),0,1,1,0,0,2,0,10,14,0,0,25
2018,4,Cathedral Pkwy-110 St (1),0,0,0,0,0,0,0,7,6,0,10,26
2018,4,"Cathedral Pkwy-110 St (B,C)",0,0,1,0,0,1,0,2,5,0,4,11
2018,4,"Central Park North-110 St (2,3)",0,1,1,0,0,2,0,42,28,2,14,90
