Year,Quarter,mta_station,American Indian_arrests,Black_arrests,Hispanic_arrests,Unknown_arrests,White_arrests,Grand Total_arrests,American Indian_summonses,Black_summonses,Hispanic_summonses,Unknown_summonses,White_summonses,Grand Total_summonses
2018,1,1 Av (L),0,5,0,0,0,5,0,2,1,1,12,16
2018,1,103 St (1),0,0,0,0,0,0,0,1,0,0,0,1
2018,1,103 St (6),0,5,3,0,0,8,0,12,11,0,3,28
2018,1,"103 St (B,C)",0,0,0,0,0,0,0,0,2,0,0,2
2018,1,103 St-Corona Plaza (7),0,0,2,0,0,2,0,1,2,0,0,3
2018,1,110 St (6),0,13,7,0,1,21,0,15,18,2,4,40
2018,1,111 St (7),0,0,0,0,1,1,0,0,2,0,0,2
2018,1,111 St (A),0,0,0,0,0,0,0,1,1,0,0,2
2018,1,"116 St (2,3)",0,1,0,0,0,1,0,1,0,0,0,1
2018,1,116 St (6),0,24,25,0,1,50,0,39,39,1,6,89
2018,1,"116 St (B,C)",0,4,1,0,0,5,0,6,1,0,2,9
2018,1,116 St-Columbia University (1),0,0,0,0,0,0,0,1,1,0,1,4
2018,1,"121 St (J,Z)",0,0,0,0,0,0,0,0,1,0,0,1
2018,1,125 St (1),0,0,0,0,0,0,0,7,1,0,1,9
2018,1,"125 St (2,3)",0,4,2,1,0,7,0,8,2,1,1,12
2018,1,"125 St (4,5,6)",0,33,24,0,1,58,0,61,32,5,18,119
2018,1,"125 St (A,B,C,D)",0,12,5,0,0,17,0,63,37,1,20,123
2018,1,"135 St (2,3)",0,18,2,0,0,20,0,22,6,0,2,30
2018,1,"135 St (B,C)",0,2,0,0,0,2,0,2,1,0,1,4
2018,1,137 St-City College (1),0,0,1,0,0,1,0,3,5,0,0,8
2018,1,"138 St-Grand Concourse (4,5)",0,0,0,0,0,0,0,2,1,0,0,3
2018,1,"14 St (A,C,E)/8 Av (L)",0,4,4,0,0,9,0,16,20,7,32,80
2018,1,"14 St (F,M,1,2,3)/6 Av (L)",0,3,2,1,1,7,0,19,12,3,7,42
2018,1,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",0,12,4,0,3,19,4,77,45,14,117,284
2018,1,145 St (3),0,3,0,0,0,3,0,0,0,0,0,0
2018,1,"145 St (A,B,C,D)",0,5,5,0,0,10,0,19,20,3,6,52
2018,1,"149 St-Grand Concourse (2,4,5)",0,3,1,0,0,4,0,18,9,1,2,32
2018,1,"155 St (B,D)",0,0,0,0,0,0,0,1,0,0,0,1
2018,1,157 St (1),0,2,3,0,1,6,0,3,11,1,4,20
2018,1,"161 St-Yankee Stadium (B,D,4)",0,15,9,0,1,26,0,30,41,3,1,77
2018,1,167 St (4),0,3,0,0,0,3,0,13,9,0,0,22
2018,1,"167 St (B,D)",0,1,0,0,0,1,0,10,3,0,0,13
2018,1,"168 St (A,C,1)",0,4,7,0,0,11,1,13,40,2,9,68
2018,1,169 St (F),0,7,0,1,1,11,3,15,9,15,3,51
2018,1,170 St (4),0,3,2,0,0,5,0,7,12,1,0,20
2018,1,"170 St (B,D)",0,1,1,0,0,2,0,11,8,0,0,19
2018,1,"174 St (2,5)",0,7,4,0,0,11,0,11,17,0,1,29
2018,1,"174-175 Sts (B,D)",0,7,5,0,0,12,0,28,25,1,5,64
2018,1,175 St (A),0,0,1,0,0,1,0,1,3,0,1,5
2018,1,176 St (4),0,7,6,0,1,14,0,14,10,0,1,25
2018,1,18 Av (D),0,1,1,0,0,3,0,1,6,1,6,22
2018,1,18 Av (F),0,0,0,0,0,0,0,0,0,0,0,1
2018,1,181 St (1),0,0,1,0,0,1,0,0,2,0,1,3
2018,1,181 St (A),0,0,1,0,0,1,0,3,5,0,5,13
2018,1,"182-183 Sts (B,D)",0,0,2,0,0,2,0,6,16,0,0,22
2018,1,183 St (4),0,0,3,0,1,5,0,6,6,0,1,13
2018,1,190 St (A),0,0,0,0,0,0,0,1,0,0,0,1
2018,1,191 St (1),0,1,0,0,0,1,0,1,2,0,2,6
2018,1,2 Av (F),0,8,4,0,1,13,0,7,5,1,19,35
2018,1,20 Av (D),0,0,0,0,2,2,0,0,3,1,7,12
2018,1,20 Av (N),0,0,0,0,0,0,0,0,2,1,1,10
2018,1,207 St (1),0,0,4,0,0,4,0,1,0,0,1,2
2018,1,21 St-Queensbridge (F),0,1,0,0,0,1,0,1,0,2,0,3
2018,1,"219 St (2,5)",0,9,4,0,0,13,0,12,7,1,0,20
2018,1,"225 St (2,5)",0,1,0,0,0,1,0,5,3,0,0,9
2018,1,23 St (1),0,1,0,0,0,1,0,1,0,0,1,2
2018,1,23 St (6),0,3,5,0,0,8,0,15,6,2,5,28
2018,1,"23 St (C,E)",0,8,3,0,1,12,0,11,7,0,10,31
2018,1,"23 St (F,M)",0,1,0,0,1,2,0,5,2,0,1,11
2018,1,"23 St (R,W)",0,0,1,0,0,1,0,1,1,0,6,11
2018,1,"233 St (2,5)",0,0,0,0,0,0,0,5,1,0,2,8
2018,1,238 St (1),0,0,0,0,0,0,0,1,0,0,0,1
2018,1,25 Av (D),0,1,0,0,1,2,0,0,1,0,3,4
2018,1,25 St (R),0,0,1,0,1,2,0,0,2,0,1,3
2018,1,28 St (1),0,0,0,0,0,0,0,1,2,0,1,4
2018,1,28 St (6),0,20,9,0,1,30,0,26,18,2,29,81
2018,1,"28 St (R,W)",0,0,1,0,0,2,1,3,3,0,2,9
2018,1,3 Av (L),0,0,0,0,0,0,0,1,0,0,2,4
2018,1,3 Av-138 St (6),0,9,10,0,1,20,0,17,18,0,3,39
2018,1,"3 Av-149 St (2,5)",0,24,12,0,6,42,0,48,52,0,5,109
2018,1,33 St (6),0,15,11,0,1,28,0,16,11,2,8,39
2018,1,33 St-Rawson St (7),0,0,0,0,0,0,0,1,0,0,0,1
2018,1,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",0,5,6,3,1,17,2,91,75,43,87,343
2018,1,"34 St-Penn Station (1,2,3)",1,4,4,0,4,13,2,33,25,11,36,114
2018,1,"34 St-Penn Station (A,C,E)",0,6,7,0,1,14,0,25,9,5,15,65
2018,1,"36 St (D,N,R)",0,0,2,0,3,5,0,11,19,1,10,45
2018,1,"4 Av (F,G)/9 St (R)",0,1,0,0,0,1,0,3,3,0,6,13
2018,1,"42 St-Bryant Pk (B,D,F,M)/5 Av (7)",0,8,6,0,1,18,1,19,28,5,14,76
2018,1,45 St (R),0,3,5,0,0,8,0,1,11,0,0,13
2018,1,"47-50 Sts-Rockefeller Center (B,D,F,M)",0,0,0,0,0,0,0,11,8,4,14,38
2018,1,"49 St (N,R,W)",1,5,1,0,1,8,1,22,13,4,10,59
2018,1,"5 Av-53 St (E,M)",0,1,0,0,0,1,0,5,7,0,1,14
2018,1,"5 Av-59 St (N,R,W)",0,0,0,0,0,0,0,0,1,3,1,6
2018,1,50 St (1),0,6,0,0,3,9,0,16,21,1,23,64
2018,1,"50 St (C,E)",0,4,7,0,2,14,0,6,13,2,11,33
2018,1,52 St (7),0,1,0,0,0,1,0,0,3,0,0,4
2018,1,53 St (R),0,4,3,0,0,7,0,0,18,0,1,23
2018,1,57 St (F),0,0,0,0,0,0,0,4,0,1,4,10
2018,1,"57 St-7 Av (N,Q,R,W)",0,0,3,0,1,5,0,15,11,5,22,63
2018,1,"59 St (N,R)",0,1,12,1,5,20,0,4,35,3,12,68
2018,1,"59 St-Columbus Circle (A,B,C,D,1)",0,14,14,0,3,31,1,41,45,10,58,168
2018,1,"63 Dr-Rego Park (M,R)",0,0,0,0,1,1,3,4,7,4,5,29
2018,1,"65 St (M,R)",0,0,0,0,0,0,0,0,1,0,0,1
2018,1,66 St-Lincoln Center (1),0,1,1,0,0,2,0,9,5,0,4,18
2018,1,"67 Av (M,R)",0,0,0,0,0,0,1,0,0,2,4,12
2018,1,68 St-Hunter College (6),0,0,0,0,0,0,0,6,4,2,4,16
2018,1,69 St (7),0,0,0,0,0,0,0,0,2,1,0,3
2018,1,"7 Av (B,D,E)",0,0,0,0,0,0,0,2,0,0,1,4
2018,1,"7 Av (B,Q)",0,0,0,0,0,0,0,0,0,0,1,1
2018,1,"7 Av (F,G)",0,1,1,0,0,2,0,1,3,0,1,6
2018,1,71 St (D),0,0,0,0,0,0,0,0,2,0,2,6
2018,1,"72 St (1,2,3)",0,3,1,0,0,4,0,13,24,3,35,84
2018,1,72 St (Q),0,0,0,0,0,0,0,2,0,0,1,3
2018,1,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",0,0,4,0,1,5,2,9,34,37,9,108
2018,1,"75 Av (E,F)",0,0,0,0,0,0,0,0,0,1,0,1
2018,1,77 St (6),1,0,1,0,0,2,0,3,4,1,0,8
2018,1,77 St (R),0,0,0,0,1,1,0,0,0,0,0,0
2018,1,79 St (1),0,2,2,0,0,4,0,6,4,1,2,13
2018,1,79 St (D),0,0,0,0,0,0,0,0,3,0,3,10
2018,1,8 Av (N),0,0,0,0,0,0,0,0,0,0,2,2
2018,1,80 St (A),0,0,2,0,0,2,0,7,14,7,3,40
2018,1,"81 St-Museum of Natural History (B,C)",0,0,0,0,0,0,0,0,2,0,1,3
2018,1,82 St-Jackson Hts (7),0,0,1,0,0,1,0,2,10,1,2,15
2018,1,86 St (1),0,5,2,0,0,7,1,8,12,1,6,29
2018,1,"86 St (4,5,6)",0,20,8,1,4,33,1,18,26,1,14,62
2018,1,"86 St (B,C)",0,0,0,0,0,0,0,0,1,1,1,3
2018,1,86 St (N),0,1,0,0,0,1,0,0,1,0,0,1
2018,1,86 St (Q),0,0,0,0,0,0,1,1,2,0,6,12
2018,1,86 St (R),0,1,0,0,0,1,0,4,7,2,6,22
2018,1,88 St (A),0,0,1,0,0,1,0,1,0,1,0,4
2018,1,90 St-Elmhurst Av (7),0,0,3,0,0,3,0,0,13,0,1,14
2018,1,"96 St (1,2,3)",0,3,2,0,2,7,0,4,16,0,12,39
2018,1,96 St (6),0,7,9,0,0,16,1,14,16,4,6,42
2018,1,"96 St (B,C)",0,1,0,0,0,1,0,2,0,0,0,2
2018,1,96 St (Q),0,0,0,0,0,0,0,3,1,0,9,15
2018,1,Alabama Av (J),0,2,0,0,0,2,0,1,0,0,0,1
2018,1,"Allerton Av (2,5)",0,5,2,0,0,7,0,8,8,1,0,18
2018,1,Aqueduct Racetrack (A),0,0,0,0,2,2,0,6,2,6,3,21
2018,1,Aqueduct-North Conduit Av (A),0,0,0,0,0,0,0,1,0,1,0,2
2018,1,Astor Place (6),0,0,0,0,0,0,0,2,2,0,1,5
2018,1,"Astoria-Ditmars Blvd (N,W)",0,0,0,0,0,0,0,0,0,2,0,2
2018,1,Atlantic Av (L),0,5,2,0,0,7,0,4,1,0,0,5
2018,1,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",0,7,3,0,2,13,1,49,15,4,15,88
2018,1,Avenue H (Q),0,1,0,0,0,1,0,1,1,1,3,6
2018,1,Avenue J (Q),0,2,3,0,0,5,0,2,1,0,13,20
2018,1,Avenue M (Q),0,1,1,0,1,3,0,6,4,0,12,23
2018,1,Avenue U (Q),0,0,0,0,1,1,0,0,0,0,3,3
2018,1,Bay 50 St (D),0,11,2,0,2,15,0,3,7,0,4,17
2018,1,Bay Pkwy (D),0,1,0,0,1,2,0,0,2,2,0,5
2018,1,Bay Pkwy (N),0,2,2,0,0,4,0,1,2,4,7,17
2018,1,Bay Ridge Av (R),0,0,1,0,0,1,0,1,1,0,1,3
2018,1,Bay Ridge-95 St (R),0,0,0,0,0,0,0,0,0,0,1,1
2018,1,Baychester Av (5),0,0,0,0,0,0,0,5,2,0,0,7
2018,1,Beach 25 St (A),0,4,0,0,0,4,0,32,6,3,3,44
2018,1,Beach 36 St (A),0,4,2,0,0,6,0,4,4,0,0,8
2018,1,Beach 44 St (A),0,6,0,0,0,6,0,30,4,0,2,36
2018,1,Beach 60 St (A),0,9,2,0,1,12,0,40,6,1,1,48
2018,1,Beach 67 St-Arverne By The Sea (A),0,3,1,0,0,4,0,22,14,1,5,42
2018,1,"Beach 90 St (A,S)",0,5,0,0,0,5,0,8,0,0,2,10
2018,1,"Beach 98 St (A,S)",0,0,0,0,0,0,0,0,1,0,0,1
2018,1,Bedford Av (L),0,1,2,0,0,3,1,9,10,2,16,42
2018,1,"Bedford Park Blvd (B,D)",0,0,0,0,0,0,0,0,3,0,0,3
2018,1,Bedford-Nostrand Avs (G),0,1,0,0,5,6,0,16,12,4,23,57
2018,1,"Bergen St (2,3)",0,0,1,0,0,1,0,11,3,0,4,18
2018,1,"Bergen St (F,G)",0,0,0,0,1,1,0,4,1,1,7,13
2018,1,Beverley Rd (Q),0,0,0,0,0,0,0,2,0,0,0,2
2018,1,"Beverly Rd (2,5)",0,1,0,0,0,1,0,6,0,0,0,6
2018,1,"Bowling Green (4,5)",0,1,0,0,0,1,0,0,1,0,0,1
2018,1,"Briarwood-Van Wyck Blvd (E,F)",0,0,0,0,0,0,0,0,3,0,0,3
2018,1,"Brighton Beach (B,Q)",0,2,0,0,2,4,0,5,12,5,39,63
2018,1,"Broad St (J,Z)",0,0,0,0,0,0,0,1,2,4,4,11
2018,1,Broadway (G),0,0,0,0,0,0,0,1,0,0,0,1
2018,1,"Broadway (N,W)",0,1,0,0,1,2,0,0,3,0,3,6
2018,1,"Broadway Junction (A,C,J,L,Z)",0,3,1,0,0,4,0,3,3,0,0,6
2018,1,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",0,7,12,0,2,21,0,11,9,2,15,43
2018,1,"Bronx Park East (2,5)",0,1,0,0,0,1,0,4,4,1,0,9
2018,1,Brook Av (6),0,1,0,0,0,1,0,1,2,0,0,3
2018,1,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",0,3,1,0,0,4,0,13,10,1,10,65
2018,1,"Burke Av (2,5)",0,1,1,0,0,2,0,3,3,0,0,6
2018,1,Burnside Av (4),0,3,2,0,0,5,0,7,11,1,1,20
2018,1,Bushwick Av-Aberdeen St (L),0,0,0,0,0,0,0,2,0,0,0,2
2018,1,"Canal St (A,C,E)",0,0,2,0,0,2,1,5,4,0,3,15
2018,1,Canarsie-Rockaway Pkwy (L),0,20,2,0,0,22,0,39,6,0,2,47
2018,1,"Carroll St (F,G)",0,0,0,0,1,1,0,2,4,2,2,10
2018,1,Castle Hill Av (6),0,2,2,0,0,4,0,5,7,0,1,13
2018,1,Cathedral Pkwy-110 St (1),0,0,0,0,0,0,0,2,1,0,3,7
2018,1,"Cathedral Pkwy-110 St (B,C)",0,2,2,0,0,4,0,5,2,0,1,10
2018,1,"Central Park North-110 St (2,3)",0,6,2,0,0,8,0,2,2,0,1,6
2018,1,"Chambers St (1,2,3)",0,0,1,0,0,1,0,0,0,0,2,2
2018,1,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",0,2,2,0,0,4,0,6,4,1,2,13
2018,1,Christopher St-Sheridan Sq (1),0,0,0,0,0,0,0,1,0,0,2,3
2018,1,"Church Av (2,5)",0,6,0,0,0,6,0,20,2,0,0,22
2018,1,"Church Av (B,Q)",0,1,1,0,0,2,1,12,5,1,0,19
2018,1,"Church Av (F,G)",0,0,0,0,0,0,0,0,1,0,1,2
2018,1,Clinton-Washington Avs (C),0,1,0,0,1,2,0,8,4,1,12,25
2018,1,Clinton-Washington Avs (G),0,0,0,0,0,0,0,3,2,0,2,7
2018,1,"Coney Island-Stillwell Av (D,F,N,Q)",0,22,10,0,3,35,1,40,18,4,25,93
2018,1,Cortelyou Rd (Q),0,0,0,0,0,0,0,1,0,0,1,2
2018,1,"Court Sq (E,G,M,7)",0,1,0,0,0,1,0,0,1,0,0,1
2018,1,"Court St (R)/Borough Hall (2,3,4,5)",0,14,3,0,1,18,0,49,23,4,16,97
2018,1,"Crescent St (J,Z)",0,0,0,0,0,0,0,0,2,0,0,2
2018,1,"Crown Heights-Utica Av (3,4)",0,30,3,0,0,33,0,90,23,3,7,123
2018,1,Cypress Av (6),0,1,0,0,0,1,0,1,1,0,0,2
2018,1,"DeKalb Av (B,Q,R)",0,5,0,0,1,6,0,14,12,5,11,57
2018,1,DeKalb Av (L),0,0,3,0,2,5,0,1,7,1,5,14
2018,1,"Delancey St (F)/Essex St (J,M,Z)",0,1,1,0,0,2,0,4,5,1,6,17
2018,1,Ditmas Av (F),0,0,0,0,0,0,0,1,0,1,0,2
2018,1,Dyckman St (1),0,0,0,0,0,0,0,0,6,0,1,7
2018,1,Dyckman St (A),0,0,1,0,0,1,0,0,4,2,2,8
2018,1,East 105 St (L),0,0,0,0,0,0,0,1,1,0,0,2
2018,1,East 143 St-St Mary's St (6),0,0,0,0,0,0,0,0,1,0,0,1
2018,1,East 149 St (6),0,4,2,0,1,7,0,3,4,0,0,7
2018,1,"East 180 St (2,5)",0,6,3,0,0,9,0,6,4,1,0,11
2018,1,East Broadway (F),0,3,1,0,1,6,0,4,2,5,5,21
2018,1,Eastchester-Dyre Av (5),0,1,0,0,0,1,0,1,0,0,0,1
2018,1,"Eastern Pkwy-Brooklyn Museum (2,3)",0,2,0,0,0,2,0,5,0,0,1,6
2018,1,Elder Av (6),0,1,4,0,0,5,0,4,8,0,1,13
2018,1,"Elmhurst Av (M,R)",0,0,0,0,0,0,0,0,4,2,1,8
2018,1,"Euclid Av (A,C)",0,12,2,0,1,15,0,1,3,2,0,6
2018,1,Far Rockaway-Mott Av (A),0,12,2,0,0,14,0,39,14,0,1,55
2018,1,"Flatbush Av-Brooklyn College (2,5)",0,3,1,0,0,4,0,39,6,1,4,50
2018,1,Flushing Av (G),0,0,1,0,0,1,0,4,2,0,2,8
2018,1,"Flushing Av (J,M)",0,1,1,0,0,2,0,10,4,0,15,31
2018,1,Flushing-Main St (7),0,1,5,0,1,10,0,3,28,15,5,78
2018,1,Fordham Rd (4),0,1,1,0,0,2,0,17,15,0,1,33
2018,1,"Fordham Rd (B,D)",0,6,4,0,0,10,0,10,21,2,1,37
2018,1,Fort Hamilton Pkwy (D),0,0,2,0,0,2,0,0,5,2,6,16
2018,1,"Franklin Av (2,3,4,5)/Botanic Garden (S)",0,4,0,0,0,4,0,24,3,1,4,35
2018,1,"Franklin Av (C,S)",0,7,2,0,0,9,0,10,2,1,8,22
2018,1,Franklin St (1),0,0,0,0,0,0,0,1,0,0,0,1
2018,1,"Freeman St (2,5)",0,2,7,0,2,11,0,6,9,1,2,18
2018,1,"Fulton St (A,C,J,Z,2,3,4,5)",0,3,4,0,1,8,0,33,15,3,12,69
2018,1,Fulton St (G),0,2,0,0,0,2,0,1,0,0,0,1
2018,1,"Gates Av (J,Z)",0,4,0,0,1,5,0,5,1,0,0,6
2018,1,Graham Av (L),0,3,0,0,0,3,0,5,3,1,8,18
2018,1,"Grand Army Plaza (2,3)",0,1,1,0,0,2,0,1,0,0,0,1
2018,1,"Grand Av-Newtown (M,R)",0,4,4,0,4,15,0,6,26,16,6,78
2018,1,"Grand Central-42 St (S,4,5,6,7)",0,4,3,0,3,10,3,38,28,5,37,123
2018,1,"Grand St (B,D)",0,1,0,0,0,1,0,0,1,0,0,2
2018,1,Grand St (L),0,0,0,0,0,0,0,3,2,0,0,5
2018,1,Grant Av (A),0,0,0,0,0,0,0,1,0,1,0,2
2018,1,Greenpoint Av (G),0,1,0,0,0,1,0,1,2,0,0,3
2018,1,"Gun Hill Rd (2,5)",0,3,1,0,0,4,0,7,4,0,0,11
2018,1,Gun Hill Rd (5),0,0,0,0,0,0,0,1,1,0,0,3
2018,1,Halsey St (J),0,0,0,0,0,0,0,1,1,0,0,2
2018,1,Halsey St (L),0,5,5,0,1,11,0,5,2,0,4,12
2018,1,"High St (A,C)",0,2,0,0,0,2,0,3,0,0,0,3
2018,1,Howard Beach-JFK Airport (A),0,0,0,0,0,0,0,0,1,0,1,2
2018,1,"Hoyt St (2,3)",0,1,0,0,0,1,0,4,2,0,1,7
2018,1,"Hoyt-Schermerhorn Sts (A,C,G)",0,11,3,0,2,16,1,52,24,4,11,97
2018,1,Hunts Point Av (6),0,1,4,0,0,5,0,7,12,0,0,19
2018,1,"Intervale Av (2,5)",0,0,1,0,0,1,0,1,1,0,0,2
2018,1,Inwood-207 St (A),0,0,1,0,0,1,0,0,0,0,0,0
2018,1,"Jackson Av (2,5)",0,5,3,0,1,9,0,12,9,0,0,21
2018,1,"Jamaica Center-Parsons-Archer (E,J,Z)",1,32,10,0,2,45,0,138,44,19,5,211
2018,1,Jamaica-179 St (F),0,3,0,0,0,4,2,7,7,6,5,28
2018,1,Jamaica-Van Wyck (E),0,0,0,0,0,0,0,1,0,0,0,1
2018,1,"Jay St-MetroTech (A,C,F,R)",0,39,13,0,3,56,2,151,76,36,57,370
2018,1,Jefferson St (L),0,1,0,0,0,1,0,2,8,0,6,16
2018,1,Junction Blvd (7),0,0,1,0,0,1,0,0,8,0,0,8
2018,1,Junius St (3),0,3,0,0,0,3,0,14,5,0,0,19
2018,1,"Kew Gardens-Union Turnpike (E,F)",0,1,1,0,0,2,0,7,8,9,4,33
2018,1,"Kings Hwy (B,Q)",0,4,3,0,3,10,0,17,17,5,50,96
2018,1,Kings Hwy (F),0,0,0,0,0,0,0,0,0,0,1,1
2018,1,Kingsbridge Rd (4),0,0,2,0,0,2,0,1,2,0,0,3
2018,1,"Kingsbridge Rd (B,D)",0,10,13,0,0,24,0,22,54,0,1,78
2018,1,Kingston Av (3),0,0,0,0,0,0,0,0,0,0,1,1
2018,1,Kingston-Throop Avs (C),0,4,0,0,0,4,0,5,1,1,3,10
2018,1,Kosciuszko St (J),0,9,0,0,3,12,0,6,4,0,0,11
2018,1,Lafayette Av (C),0,0,1,0,0,1,0,6,3,0,0,9
2018,1,"Lexington Av (N,R,W)/59 St (4,5,6)",0,11,7,0,2,20,0,21,25,1,12,63
2018,1,"Lexington Av-53 St (E,M)/51 St (6)",0,1,0,0,1,2,0,1,0,0,1,2
2018,1,"Lexington Av-63 St (F,Q)",0,0,0,0,0,0,0,0,0,0,1,1
2018,1,Liberty Av (C),0,0,0,0,0,0,0,1,0,0,0,1
2018,1,Livonia Av (L),0,5,1,0,0,6,0,23,5,0,2,30
2018,1,Longwood Av (6),0,1,0,0,0,1,0,0,0,0,0,0
2018,1,"Lorimer St (J,M)",0,0,0,0,0,0,0,0,0,0,0,1
2018,1,Lorimer St (L)/Metropolitan Av (G),0,1,3,0,0,4,0,3,4,0,14,23
2018,1,Marble Hill-225 St (1),0,0,0,0,0,0,0,0,1,0,0,1
2018,1,"Marcy Av (J,M,Z)",0,1,3,0,0,4,0,10,9,2,15,37
2018,1,Montrose Av (L),0,7,1,0,1,9,0,5,0,0,3,8
2018,1,Morgan Av (L),0,6,3,0,2,12,0,7,8,2,14,34
2018,1,Morrison Av-Soundview (6),0,2,5,1,0,8,0,3,6,0,0,9
2018,1,Mosholu Pkwy (4),0,0,0,0,0,0,0,2,3,1,1,7
2018,1,Mt Eden Av (4),0,6,4,0,1,11,1,11,22,2,2,38
2018,1,"Myrtle Av (J,M,Z)",0,3,0,0,0,4,0,5,2,0,0,7
2018,1,Myrtle-Willoughby Avs (G),0,3,1,0,0,4,0,5,4,1,9,19
2018,1,"Myrtle-Wyckoff Avs (L,M)",0,11,9,0,2,23,0,20,24,1,15,64
2018,1,Nassau Av (G),0,0,0,0,0,0,0,1,3,1,8,14
2018,1,Neck Rd (Q),0,0,0,0,0,0,0,0,0,1,2,3
2018,1,Neptune Av (F),0,0,0,0,0,0,0,0,0,0,1,1
2018,1,"Nereid Av (2,5)",0,1,0,0,0,1,0,2,0,0,0,2
2018,1,"Nevins St (2,3,4,5)",0,13,0,0,0,13,0,34,7,0,1,42
2018,1,New Lots Av (3),0,0,0,0,0,0,0,2,0,0,1,3
2018,1,New Lots Av (L),0,0,0,0,0,0,0,1,0,0,0,1
2018,1,New Utrecht Av (N)/62 St (D),0,0,0,0,0,0,0,0,2,1,3,7
2018,1,"Newkirk Av (2,5)",0,0,0,0,0,0,0,3,0,0,2,5
2018,1,"Newkirk Plaza (B,Q)",0,2,1,0,2,6,1,8,5,0,4,18
2018,1,"Norwood Av (J,Z)",0,1,0,0,0,1,0,1,0,0,0,1
2018,1,Norwood-205 St (D),0,4,1,0,0,5,0,3,13,1,0,17
2018,1,Nostrand Av (3),0,1,0,0,0,1,0,1,0,0,1,2
2018,1,"Nostrand Av (A,C)",0,18,9,0,0,27,0,39,12,2,12,68
2018,1,Ocean Pkwy (Q),0,0,0,0,2,2,0,1,0,0,5,7
2018,1,Ozone Park-Lefferts Blvd (A),0,1,2,0,0,4,3,9,6,8,0,33
2018,1,Parkchester (6),0,4,1,0,0,5,0,5,3,2,1,11
2018,1,Parkside Av (Q),0,3,0,0,1,4,0,1,1,0,1,3
2018,1,Parsons Blvd (F),0,0,2,0,0,2,0,9,4,2,1,17
2018,1,Pelham Bay Park (6),0,1,0,0,0,1,0,1,1,0,0,2
2018,1,"Pelham Pkwy (2,5)",0,0,0,0,0,0,0,2,2,0,0,4
2018,1,Pelham Pkwy (5),0,0,0,0,0,0,0,0,1,0,0,1
2018,1,Pennsylvania Av (3),0,1,0,0,0,1,0,0,0,0,0,0
2018,1,"President St (2,5)",0,1,0,0,0,1,0,1,0,0,1,2
2018,1,"Prince St (R,W)",0,0,0,0,0,0,0,0,1,0,0,1
2018,1,"Prospect Av (2,5)",0,4,8,0,0,12,0,11,14,0,1,26
2018,1,"Prospect Park (B,Q,S)",0,2,1,0,0,3,0,25,0,2,2,29
2018,1,"Queens Plaza (E,M,R)",0,3,1,0,0,4,1,5,6,0,0,12
2018,1,"Queensboro Plaza (N,W,7)",0,0,0,0,0,0,0,1,2,1,1,6
2018,1,Ralph Av (C),0,7,2,0,0,9,0,8,1,0,0,9
2018,1,Rockaway Av (3),0,13,0,0,0,13,0,20,3,0,0,23
2018,1,Rockaway Av (C),0,1,0,0,0,1,0,0,0,0,0,0
2018,1,Rockaway Blvd (A),0,0,1,0,0,1,1,16,11,8,3,47
2018,1,Roosevelt Island (F),0,0,0,0,0,0,0,0,0,1,0,1
2018,1,Saratoga Av (3),0,10,1,0,0,11,0,8,1,0,1,10
2018,1,Seneca Av (M),0,0,0,0,0,0,0,0,0,0,0,1
2018,1,"Sheepshead Bay (B,Q)",0,6,2,0,4,12,1,11,11,2,27,58
2018,1,"Simpson St (2,5)",0,9,7,0,0,17,0,11,12,0,1,24
2018,1,"Smith-9 Sts (F,G)",0,1,2,0,1,4,0,5,7,2,6,20
2018,1,"South Ferry (1)/Whitehall St (R,W)",0,8,1,1,3,13,0,13,7,4,5,30
2018,1,Spring St (6),0,0,0,0,0,0,0,3,2,0,2,7
2018,1,"Spring St (C,E)",0,0,0,1,0,1,0,0,0,0,0,0
2018,1,St Lawrence Av (6),0,1,0,0,0,2,0,3,7,0,0,10
2018,1,"Steinway St (M,R)",0,0,0,0,0,0,0,1,2,1,3,7
2018,1,"Sterling St (2,5)",0,2,0,0,0,2,0,0,0,0,0,0
2018,1,Sutphin Blvd (F),0,0,0,0,0,0,0,0,2,2,0,5
2018,1,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",0,4,1,0,0,5,0,19,10,4,1,36
2018,1,Sutter Av (L),0,9,0,0,0,9,0,4,4,0,1,9
2018,1,Sutter Av-Rutland Rd (3),0,10,0,0,0,10,0,16,3,2,1,23
2018,1,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",0,109,67,0,10,191,6,386,271,44,223,987
2018,1,"Tremont Av (B,D)",0,12,5,0,1,18,0,35,33,2,1,71
2018,1,Union St (R),0,0,0,0,0,0,0,0,0,0,1,1
2018,1,Unknown (),0,74,27,2,8,114,0,0,0,0,0,0
2018,1,"Utica Av (A,C)",0,53,3,0,0,56,0,32,4,1,4,42
