Borough,Street_Names,All_Lines,Line1,Line2,Line3,Line4,Line5,Line6,Line7,Year,Quarter,American Indian,Asian/Pac Isl,Black,Hispanic,Unknown,White,Grand Total
Manhattan,1 AVENUE,L,L,NA,NA,NA,NA,NA,NA,2018,3,0,3,6,5,1,26,41
Manhattan,103 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,1,2,1,0,1,5
Manhattan,103 STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,0,8,5,0,0,13
Manhattan,103 STREET,"B,C",B,C,NA,NA,NA,NA,NA,2018,3,0,1,2,0,0,0,3
Manhattan,110 ST.-CATHEDRAL PKWY.,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,3,8,12,1,20,44
Manhattan,110 ST.-CENTRAL PARK NORTH,"2,3",2,3,NA,NA,NA,NA,NA,2018,3,0,0,31,20,1,6,58
Manhattan,110 STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,0,4,3,1,0,8
Manhattan,116 ST.-COLUMBIA UNIVERSITY,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,2,2,1,0,4,9
Manhattan,116 STREET,"2,3",2,3,NA,NA,NA,NA,NA,2018,3,0,0,7,4,1,1,13
Manhattan,116 STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,0,8,6,0,1,15
Manhattan,116 STREET,"B,C",B,C,NA,NA,NA,NA,NA,2018,3,0,0,3,0,0,1,4
Manhattan,125 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,1,10,16,2,5,34
Manhattan,125 STREET,"2,3",2,3,NA,NA,NA,NA,NA,2018,3,0,1,22,6,2,4,35
Manhattan,125 STREET,"4,5,6",4,5,6,NA,NA,NA,NA,2018,3,0,0,33,23,1,17,74
Manhattan,125 STREET,"A,B,C,D",A,B,C,D,NA,NA,NA,2018,3,0,0,82,38,1,13,134
Manhattan,135 STREET,"2,3",2,3,NA,NA,NA,NA,NA,2018,3,0,1,20,6,1,7,35
Manhattan,135 STREET,"B,C",B,C,NA,NA,NA,NA,NA,2018,3,0,0,5,0,0,0,5
Manhattan,137 ST.-CITY COLLEGE,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,4,6,0,5,15
Manhattan,14 ST.-UNION SQUARE,L,L,NA,NA,NA,NA,NA,NA,2018,3,0,3,22,6,2,23,56
Manhattan,14 STREET,"1,2,3",1,2,3,NA,NA,NA,NA,2018,3,0,0,2,2,0,2,6
Manhattan,14 STREET,"4,5,6",4,5,6,NA,NA,NA,NA,2018,3,3,56,192,144,52,237,684
Manhattan,14 STREET,"A,C,E",A,C,E,NA,NA,NA,NA,2018,3,0,3,17,14,4,24,62
Manhattan,14 STREET,"F,M",F,M,NA,NA,NA,NA,NA,2018,3,0,0,0,1,0,0,1
Manhattan,145 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,12,14,1,5,32
Manhattan,145 STREET,3,3,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,1,0,0,2
Manhattan,145 STREET,"A,B,C,D",A,B,C,D,NA,NA,NA,2018,3,0,4,34,47,0,11,96
Manhattan,148 ST.-HARLEM,3,3,NA,NA,NA,NA,NA,NA,2018,3,0,0,4,0,0,0,4
Manhattan,155 STREET,"B,D",B,D,NA,NA,NA,NA,NA,2018,3,0,0,0,2,0,0,2
Manhattan,155 STREET,C,C,NA,NA,NA,NA,NA,NA,2018,3,0,0,2,1,0,0,3
Manhattan,157 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,1,6,19,0,3,29
Manhattan,163 ST.-AMSTERDAM AVE.,C,C,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,1,0,0,2
Manhattan,168 ST.-WASHINGTON HTS.,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,5,4,1,2,12
Manhattan,168 ST.-WASHINGTON HTS.,"A,C",A,C,NA,NA,NA,NA,NA,2018,3,0,9,24,52,4,15,104
Manhattan,175 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,2,8,0,4,14
Manhattan,18 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,1,0,0,0,2,3
Manhattan,181 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,4,0,0,4
Manhattan,181 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,2,5,0,0,7
Manhattan,190 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,0,0,1,1
Manhattan,191 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,2,1,0,0,3
Manhattan,2 AVENUE,F,F,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,1,0,1,3
Manhattan,200 ST.-DYCKMAN ST.,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,6,0,0,6
Manhattan,200 ST.-DYCKMAN ST.,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,4,15,0,4,23
Manhattan,207 ST.-INWOOD,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,1,0,0,2
Manhattan,207 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,1,3,28,1,4,37
Manhattan,225 ST.-MARBLE HILL,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,2,0,0,2
Manhattan,23 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,0,0,0,1
Manhattan,23 STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,6,32,16,1,22,77
Manhattan,23 STREET,"C,E",C,E,NA,NA,NA,NA,NA,2018,3,1,0,9,3,0,7,20
Manhattan,23 STREET,"F,M",F,M,NA,NA,NA,NA,NA,2018,3,0,0,1,0,0,0,1
Manhattan,23 STREET,"N,R",N,R,NA,NA,NA,NA,NA,2018,3,0,1,5,0,2,6,14
Manhattan,231 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,1,0,0,2
Manhattan,238 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,1,0,1,3
Manhattan,242 ST.-VAN CORTLANDT PARK,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,5,1,0,5,11
Manhattan,28 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,1,0,0,0,2,3
Manhattan,28 STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,1,7,4,0,0,12
Manhattan,28 STREET,"N,R",N,R,NA,NA,NA,NA,NA,2018,3,0,1,6,5,2,3,17
Manhattan,3 AVENUE,L,L,NA,NA,NA,NA,NA,NA,2018,3,0,2,1,1,0,1,5
Manhattan,33 STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,1,0,18,16,4,17,56
Manhattan,34 ST.-HERALD SQ.,"B,D,F",B,D,F,NA,NA,NA,NA,2018,3,6,60,159,120,64,149,558
Manhattan,34 ST.-PENN STATION,"1,2,3",1,2,3,NA,NA,NA,NA,2018,3,2,7,35,20,1,29,94
Manhattan,34 ST.-PENN STATION,"A,C,E",A,C,E,NA,NA,NA,NA,2018,3,0,4,15,14,5,12,50
Manhattan,34 STREET,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,0,1,1,2
Manhattan,34 STREET,"M,N,Q,R",M,N,Q,R,NA,NA,NA,2018,3,0,4,4,3,1,3,15
Manhattan,42 ST.-GRAND CENTRAL,"4,5,6",4,5,6,NA,NA,NA,NA,2018,3,0,5,6,8,1,8,28
Manhattan,42 ST.-GRAND CENTRAL,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,2,0,1,4
Manhattan,42 ST.-GRAND CENTRAL,S,S,NA,NA,NA,NA,NA,NA,2018,3,0,0,27,18,3,15,63
Manhattan,42 ST.-PORT AUTHORITY BUS TERMINAL,"A,C,E",A,C,E,NA,NA,NA,NA,2018,3,4,66,387,303,68,210,1038
Manhattan,42 ST.-TIMES SQUARE,"1,2,3",1,2,3,NA,NA,NA,NA,2018,3,2,30,103,92,21,51,299
Manhattan,42 ST.-TIMES SQUARE,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,1,17,8,5,6,37
Manhattan,42 ST.-TIMES SQUARE,"N,Q,R",N,Q,R,NA,NA,NA,NA,2018,3,0,1,12,15,0,13,41
Manhattan,42 ST.-TIMES SQUARE,S,S,NA,NA,NA,NA,NA,NA,2018,3,0,6,17,12,3,11,49
Manhattan,42 STREET,"B,D,F,M",B,D,F,M,NA,NA,NA,2018,3,1,6,20,24,2,9,62
Manhattan,47-50 STS./ROCKEFELLER CTR.,"B,D,F,M",B,D,F,M,NA,NA,NA,2018,3,0,0,8,7,2,8,25
Manhattan,49 STREET,"N,Q,R",N,Q,R,NA,NA,NA,NA,2018,3,0,4,23,16,2,12,57
Manhattan,5 AVENUE,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,0,3,0,0,1,4
Manhattan,5 AVENUE,"E,M",E,M,NA,NA,NA,NA,NA,2018,3,0,0,4,2,3,4,13
Manhattan,5 AVENUE,"N,Q,R",N,Q,R,NA,NA,NA,NA,2018,3,0,1,2,4,1,0,8
Manhattan,50 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,4,12,13,0,19,48
Manhattan,50 STREET,"C,E",C,E,NA,NA,NA,NA,NA,2018,3,0,0,3,4,4,5,16
Manhattan,51 STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,0,6,2,1,3,12
Manhattan,57 STREET,F,F,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,0,0,0,1
Manhattan,57 STREET,"N,Q,R",N,Q,R,NA,NA,NA,NA,2018,3,0,3,8,5,2,9,27
Manhattan,59 ST.-COLUMBUS CIRCLE,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,2,9,11,1,9,32
Manhattan,59 ST.-COLUMBUS CIRCLE,"A,B,C,D",A,B,C,D,NA,NA,NA,2018,3,1,19,75,65,12,78,250
Manhattan,59 STREET,"4,5,6",4,5,6,NA,NA,NA,NA,2018,3,2,5,26,26,1,11,71
Manhattan,6 AVENUE,L,L,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,0,0,0,1
Manhattan,66 ST.-LINCOLN CENTER,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,3,8,7,6,5,29
Manhattan,68 ST.-HUNTER COLLEGE,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,2,6,13,2,7,30
Manhattan,7 AVENUE,"B,D,E",B,D,E,NA,NA,NA,NA,2018,3,0,1,0,1,0,0,2
Manhattan,72 STREET,"1,2,3",1,2,3,NA,NA,NA,NA,2018,3,0,4,19,27,7,36,93
Manhattan,72 STREET,"B,C",B,C,NA,NA,NA,NA,NA,2018,3,0,0,1,0,0,0,1
Manhattan,72ND STREET,Q,Q,NA,NA,NA,NA,NA,NA,2018,3,0,1,2,2,1,2,8
Manhattan,77 STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,1,3,9,0,6,19
Manhattan,79 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,1,5,5,0,4,15
Manhattan,8 AVENUE,L,L,NA,NA,NA,NA,NA,NA,2018,3,0,2,8,5,0,14,29
Manhattan,8 ST.-NYU,"N,R",N,R,NA,NA,NA,NA,NA,2018,3,0,1,7,1,4,4,17
Manhattan,81 ST.-MUSEUM OF NATURAL HISTORY,"B,C",B,C,NA,NA,NA,NA,NA,2018,3,0,0,4,1,0,1,6
Manhattan,86 STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,2,10,19,0,6,37
Manhattan,86 STREET,"4,5,6",4,5,6,NA,NA,NA,NA,2018,3,0,4,15,15,2,11,47
Manhattan,86 STREET,"B,C",B,C,NA,NA,NA,NA,NA,2018,3,0,0,1,0,0,0,1
Manhattan,86TH STREET,Q,Q,NA,NA,NA,NA,NA,NA,2018,3,0,1,5,3,0,7,16
Manhattan,96 STREET,"1,2,3",1,2,3,NA,NA,NA,NA,2018,3,0,3,8,8,0,7,26
Manhattan,96 STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,1,1,25,18,0,11,56
Manhattan,96 STREET,"B,C",B,C,NA,NA,NA,NA,NA,2018,3,0,0,4,8,0,2,14
Manhattan,96TH STREET,Q,Q,NA,NA,NA,NA,NA,NA,2018,3,0,0,3,4,0,2,9
Manhattan,ASTOR PLACE,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,2,8,5,1,6,22
Manhattan,BLEECKER STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,3,13,12,0,11,39
Manhattan,BOWERY,"J,Z",J,Z,NA,NA,NA,NA,NA,2018,3,0,0,2,0,0,0,2
Manhattan,BOWLING GREEN,"4,5",4,5,NA,NA,NA,NA,NA,2018,3,0,0,3,2,0,1,6
Manhattan,BROAD STREET,"J,Z",J,Z,NA,NA,NA,NA,NA,2018,3,0,0,8,0,1,4,13
Manhattan,BROADWAY/LAFAYETTE,"B,D,F,M",B,D,F,M,NA,NA,NA,2018,3,0,0,0,1,3,4,8
Manhattan,BROADWAY/NASSAU,"A,C",A,C,NA,NA,NA,NA,NA,2018,3,0,0,5,6,1,0,12
Manhattan,BROOKLYN BRIDGE-CITY HALL,"4,5,6",4,5,6,NA,NA,NA,NA,2018,3,0,0,2,0,0,1,3
Manhattan,CANAL STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,13,4,3,1,8,29
Manhattan,CANAL STREET,"A,C,E",A,C,E,NA,NA,NA,NA,2018,3,0,1,5,7,3,9,25
Manhattan,CANAL STREET,"J,Z",J,Z,NA,NA,NA,NA,NA,2018,3,0,15,10,10,9,12,56
Manhattan,CANAL STREET,"N,Q,R",N,Q,R,NA,NA,NA,NA,2018,3,1,4,3,0,0,1,9
Manhattan,CHAMBERS ST.-WORLD TRADE CENTER,"A,C,E",A,C,E,NA,NA,NA,NA,2018,3,1,1,13,9,1,6,31
Manhattan,CHAMBERS STREET,"1,2,3",1,2,3,NA,NA,NA,NA,2018,3,0,0,2,0,0,0,2
Manhattan,CHRISTOPHER ST.-SHERIDAN SQ.,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,2,0,0,0,2
Manhattan,CORTLANDT STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,0,1,0,2
Manhattan,CORTLANDT STREET,R,R,NA,NA,NA,NA,NA,NA,2018,3,0,1,2,2,1,0,6
Manhattan,DELANCEY STREET,F,F,NA,NA,NA,NA,NA,NA,2018,3,0,0,3,3,1,4,11
Manhattan,EAST BROADWAY,F,F,NA,NA,NA,NA,NA,NA,2018,3,0,2,6,3,1,2,14
Manhattan,ESSEX STREET,"J,M,Z",J,M,Z,NA,NA,NA,NA,2018,3,0,0,2,0,0,0,2
Manhattan,FRANKLIN STREET,1,1,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,1,0,0,2
Manhattan,FULTON STREET,"2,3",2,3,NA,NA,NA,NA,NA,2018,3,0,0,1,0,0,3,4
Manhattan,FULTON STREET,"4,5",4,5,NA,NA,NA,NA,NA,2018,3,0,0,6,1,2,2,11
Manhattan,FULTON STREET,"J,Z",J,Z,NA,NA,NA,NA,NA,2018,3,0,0,1,2,0,0,3
Manhattan,GRAND STREET,"B,D",B,D,NA,NA,NA,NA,NA,2018,3,0,1,2,0,0,1,4
Manhattan,LEXINGTON AVE.,F,F,NA,NA,NA,NA,NA,NA,2018,3,0,0,2,1,0,0,3
Manhattan,LEXINGTON AVE.,"N,Q,R",N,Q,R,NA,NA,NA,NA,2018,3,0,0,0,0,0,1,1
Manhattan,LEXINGTON AVENUE,"E,M",E,M,NA,NA,NA,NA,NA,2018,3,0,2,3,1,0,5,11
Manhattan,PARK PLACE,"2,3",2,3,NA,NA,NA,NA,NA,2018,3,0,0,0,0,0,2,2
Manhattan,PRINCE STREET,"N,R",N,R,NA,NA,NA,NA,NA,2018,3,0,1,4,2,1,4,12
Manhattan,RECTOR STREET,R,R,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,0,0,0,1
Manhattan,SOUTH FERRY,1,1,NA,NA,NA,NA,NA,NA,2018,3,1,5,68,20,1,32,127
Manhattan,SPRING STREET,6,6,NA,NA,NA,NA,NA,NA,2018,3,0,0,2,2,1,2,7
Manhattan,SPRING STREET,"C,E",C,E,NA,NA,NA,NA,NA,2018,3,0,0,2,1,0,0,3
Manhattan,UNION SQUARE,"N,Q,R",N,Q,R,NA,NA,NA,NA,2018,3,0,12,28,25,5,22,92
Manhattan,W. 4 STREET,"A,B,C,D,E,F,M",A,B,C,D,E,F,M,2018,3,1,2,21,25,5,28,82
Manhattan,WALL STREET,"4,5",4,5,NA,NA,NA,NA,NA,2018,3,0,0,0,1,0,0,1
Manhattan,WHITEHALL ST.-SOUTH FERRY,R,R,NA,NA,NA,NA,NA,NA,2018,3,0,0,9,3,2,5,19
Queens,102 STREET,"J,Z",J,Z,NA,NA,NA,NA,NA,2018,3,0,0,0,2,0,1,3
Queens,103 ST.-CORONA PLAZA,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,1,2,19,1,1,24
Queens,104 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,0,2,0,2
Queens,111 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,0,0,0,1
Queens,111 st-Roosevelt Ave,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,3,0,0,4
Queens,169 STREET,F,F,NA,NA,NA,NA,NA,NA,2018,3,1,8,14,5,8,4,40
Queens,179 ST.-JAMAICA,F,F,NA,NA,NA,NA,NA,NA,2018,3,0,3,6,8,5,0,22
Queens,21 ST.-QUEENSBRIDGE,F,F,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,0,1,1,2
Queens,21 STREET,G,G,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,1,0,0,1
Queens,23 STREET-ELY AVENUE,"E,M",E,M,NA,NA,NA,NA,NA,2018,3,0,0,0,1,0,0,1
Queens,33 STREET,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,1,0,3,0,1,5
Queens,46 STREET,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,0,2,1,0,0,3
Queens,46 STREET,"M,R",M,R,NA,NA,NA,NA,NA,2018,3,0,0,0,0,1,0,1
Queens,52 STREET,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,1,0,3,1,5,10
Queens,61 ST.-WOODSIDE,7,7,NA,NA,NA,NA,NA,NA,2018,3,1,3,3,8,5,6,26
Queens,63 DRIVE-REGO PARK,"M,R",M,R,NA,NA,NA,NA,NA,2018,3,1,5,1,6,1,1,15
Queens,69 STREET,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,2,0,0,2
Queens,71 AVE.-FOREST HILLS,"E,F,M,R",E,F,M,R,NA,NA,NA,2018,3,0,2,6,8,4,2,22
Queens,74 ST.-BROADWAY,7,7,NA,NA,NA,NA,NA,NA,2018,3,1,19,5,34,13,2,74
Queens,75 AVENUE,"E,F",E,F,NA,NA,NA,NA,NA,2018,3,0,0,1,0,0,0,1
Queens,80 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,3,6,10,1,1,21
Queens,82 ST.-JACKSON HEIGHTS,7,7,NA,NA,NA,NA,NA,NA,2018,3,1,2,8,26,2,6,45
Queens,85 ST.-FOREST PKWY.,J,J,NA,NA,NA,NA,NA,NA,2018,3,0,0,1,1,0,0,2
Queens,90 ST.-ELMHURST AVE.,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,1,0,5,1,1,8
Queens,AQUEDUCT-NORTH CONDUIT AVE.,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,2,1,0,2,5
Queens,AQUEDUCT-RACETRACK,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,14,9,8,14,2,47
Queens,ASTORIA BLVD.,"N,Q",N,Q,NA,NA,NA,NA,NA,2018,3,0,0,1,1,0,1,3
Queens,BEACH 25 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,22,6,0,0,28
Queens,BEACH 36 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,6,2,0,0,8
Queens,BEACH 44 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,7,2,0,2,11
Queens,BEACH 60 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,26,4,1,1,32
Queens,BEACH 67 STREET,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,17,5,1,2,25
Queens,BEACH 90 STREET,"A,S",A,S,NA,NA,NA,NA,NA,2018,3,0,0,5,6,0,1,12
Queens,BEACH 98 STREET,"A,S",A,S,NA,NA,NA,NA,NA,2018,3,0,0,0,0,1,0,1
Queens,BROADWAY,"N,Q",N,Q,NA,NA,NA,NA,NA,2018,3,0,0,0,0,1,0,1
Queens,COURT SQUARE,G,G,NA,NA,NA,NA,NA,NA,2018,3,0,1,5,3,0,0,9
Queens,DITMARS BLVD.-ASTORIA,"N,Q",N,Q,NA,NA,NA,NA,NA,2018,3,0,2,4,3,4,8,21
Queens,ELMHURST AVE.,"M,R",M,R,NA,NA,NA,NA,NA,2018,3,0,1,0,3,4,0,8
Queens,FAR ROCKAWAY-MOTT AVE.,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,0,42,9,0,1,52
Queens,GRAND AVE.-NEWTON,"M,R",M,R,NA,NA,NA,NA,NA,2018,3,0,5,2,1,3,1,12
Queens,HOWARD BEACH-JFK AIRPORT,A,A,NA,NA,NA,NA,NA,NA,2018,3,1,0,0,2,0,0,3
Queens,JAMAICA-VAN WYCK,E,E,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,1,0,0,1
Queens,JUNCTION BLVD.,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,4,1,27,2,1,35
Queens,LEFFERTS BLVD.,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,4,16,12,16,0,48
Queens,MAIN ST.-FLUSHING,7,7,NA,NA,NA,NA,NA,NA,2018,3,1,12,6,13,4,9,45
Queens,NORTHERN BLVD.,"M,R",M,R,NA,NA,NA,NA,NA,2018,3,0,0,0,0,1,0,1
Queens,PARSONS BLVD.,F,F,NA,NA,NA,NA,NA,NA,2018,3,0,0,3,0,0,0,3
Queens,PARSONS/ARCHER-JAMAICA CENTER,"E,J,Z",E,J,Z,NA,NA,NA,NA,2018,3,0,1,73,17,6,2,99
Queens,QUEENS PLAZA,"E,M,R",E,M,R,NA,NA,NA,NA,2018,3,0,0,4,1,2,1,8
Queens,QUEENSBORO PLAZA,"N,Q,7",N,Q,7,NA,NA,NA,NA,2018,3,0,0,6,2,0,3,11
Queens,ROCKAWAY BLVD.,A,A,NA,NA,NA,NA,NA,NA,2018,3,0,2,11,10,1,1,25
Queens,ROCKAWAY PARK-BEACH 116 ST.,"A,S",A,S,NA,NA,NA,NA,NA,2018,3,0,0,0,0,1,2,3
Queens,ROOSEVELT AVE.-JACKSON HEIGHTS,"E,F,M,R",E,F,M,R,NA,NA,NA,2018,3,2,16,11,33,27,10,99
Queens,STEINWAY ST.,"M,R",M,R,NA,NA,NA,NA,NA,2018,3,0,1,1,5,4,7,18
Queens,SUTPHIN BLVD.,F,F,NA,NA,NA,NA,NA,NA,2018,3,0,1,1,3,1,0,6
Queens,SUTPHIN BLVD.-ARCHER AVE.,"E,J,Z",E,J,Z,NA,NA,NA,NA,2018,3,2,10,41,19,4,5,81
Queens,UNION TURNPIKE-KEW GARDENS,"E,F",E,F,NA,NA,NA,NA,NA,2018,3,0,3,5,5,3,1,17
Queens,VAN WYCK BLVD.-BRIARWOOD,"E,F",E,F,NA,NA,NA,NA,NA,2018,3,0,0,0,1,4,0,5
Queens,VERNON BLVD.-JACKSON AVE.,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,1,1,1,3
Queens,WILLETS POINT-SHEA STADIUM,7,7,NA,NA,NA,NA,NA,NA,2018,3,0,0,0,2,0,0,2
Queens,WOODHAVEN BLVD.,"J,Z",J,Z,NA,NA,NA,NA,NA,2018,3,1,0,2,2,0,0,5
Queens,WOODHAVEN BLVD.,"M,R",M,R,NA,NA,NA,NA,NA,2018,3,1,3,17,40,7,6,74
Bronx,138 ST.-GRAND CONCOURSE,"4,5",4,5,NA,NA,NA,NA,NA,2018,4,0,0,4,5,0,0,9
Bronx,149 ST.-GRAND CONCOURSE,"2,5",2,5,NA,NA,NA,NA,NA,2018,4,0,0,3,5,0,0,8
Bronx,149 ST.-GRAND CONCOURSE,4,4,NA,NA,NA,NA,NA,NA,2018,4,1,0,34,24,1,1,61
Bronx,161 ST.-YANKEE STADIUM,4,4,NA,NA,NA,NA,NA,NA,2018,4,0,0,19,16,0,2,37
Bronx,161 ST.-YANKEE STADIUM,"B,D",B,D,NA,NA,NA,NA,NA,2018,4,1,0,23,25,0,3,52
Bronx,167 STREET,4,4,NA,NA,NA,NA,NA,NA,2018,4,0,1,25,22,1,0,49
Bronx,167 STREET,"B,D",B,D,NA,NA,NA,NA,NA,2018,4,0,0,0,2,0,1,3
Bronx,170 STREET,4,4,NA,NA,NA,NA,NA,NA,2018,4,0,1,31,27,0,1,60
Bronx,170 STREET,"B,D",B,D,NA,NA,NA,NA,NA,2018,4,0,3,55,65,3,2,128
Bronx,174-175 STREETS,"B,D",B,D,NA,NA,NA,NA,NA,2018,4,0,0,5,5,0,0,10
Bronx,176 STREET,4,4,NA,NA,NA,NA,NA,NA,2018,4,0,0,9,13,0,1,23
Bronx,182-183 STREETS,"B,D",B,D,NA,NA,NA,NA,NA,2018,4,0,0,17,16,1,1,35
Bronx,183 STREET,4,4,NA,NA,NA,NA,NA,NA,2018,4,0,0,16,9,0,1,26
Bronx,205 ST.-NORWOOD,D,D,NA,NA,NA,NA,NA,NA,2018,4,0,4,29,55,2,6,96
Bronx,219 STREET,"2,5",2,5,NA,NA,NA,NA,NA,2018,4,0,0,20,4,0,0,24
Bronx,225 STREET,"2,5",2,5,NA,NA,NA,NA,NA,2018,4,0,0,4,1,0,0,5
Bronx,233 STREET,"2,5",2,5,NA,NA,NA,NA,NA,2018,4,0,1,2,0,0,0,3
Bronx,238 ST.-NEREID AVE.,"2,5",2,5,NA,NA,NA,NA,NA,2018,4,0,0,1,1,0,0,2
Bronx,241 ST.-WAKEFIELD,2,2,NA,NA,NA,NA,NA,NA,2018,4,0,0,23,8,0,4,35
Bronx,3 AVENUE-138 STREET,6,6,NA,NA,NA,NA,NA,NA,2018,4,0,3,89,106,6,7,211
Bronx,3 AVENUE-149 STREET,"2,5",2,5,NA,NA,NA,NA,NA,2018,4,0,4,162,109,2,21,298
Bronx,ALLERTON AVENUE,"2,5",2,5,NA,NA,NA,NA,NA,2018,4,0,0,12,5,0,1,18
Bronx,BAYCHESTER AVENUE,5,5,NA,NA,NA,NA,NA,NA,2018,4,0,0,17,5,0,0,22
Bronx,BEDFORD PK. BLVD.,"B,D",B,D,NA,NA,NA,NA,NA,2018,4,0,0,7,14,0,1,22
Bronx,BEDFORD PK. BLVD.-LEHMAN COLLEGE,4,4,NA,NA,NA,NA,NA,NA,2018,4,0,0,1,4,0,0,5
Bronx,BRONX PARK EAST,"2,5",2,5,NA,NA,NA,NA,NA,2018,4,0,2,4,3,0,2,11
Bronx,BROOK AVENUE,6,6,NA,NA,NA,NA,NA,NA,2018,4,0,0,30,21,0,0,51
Bronx,BUHRE AVENUE,6,6,NA,NA,NA,NA,NA,NA,2018,4,0,0,0,2,0,0,2
Bronx,BURKE AVENUE,"2,5",2,5,NA,NA,NA,NA,NA,2018,4,0,0,1,0,0,0,1
Bronx,BURNSIDE AVENUE,4,4,NA,NA,NA,NA,NA,NA,2018,4,0,0,16,17,0,1,34
Bronx,CASTLE HILL AVENUE,6,6,NA,NA,NA,NA,NA,NA,2018,4,0,1,10,14,0,0,25
