Year,Quarter,final_Borough,final_Street_Names,final_All_Lines,American Indian_arrests,Black_arrests,Hispanic_arrests,Unknown_arrests,White_arrests,Grand Total_arrests,American Indian_summonses,Black_summonses,Hispanic_summonses,Unknown_summonses,White_summonses,Grand Total_summonses
2018,4,Manhattan,GRAND STREET,"B,D",0,0,0,0,0,0,0,2,1,0,1,5
2018,4,Manhattan,LEXINGTON AVE.,F,0,0,0,0,0,0,0,0,2,0,3,5
2018,4,Manhattan,LEXINGTON AVE.,"N,Q,R",0,0,0,0,0,0,0,4,0,0,1,5
2018,4,Manhattan,LEXINGTON AVENUE,"E,M",0,0,0,0,0,0,0,0,1,0,0,1
2018,4,Manhattan,RECTOR STREET,1,0,0,0,0,0,0,0,1,0,0,0,1
2018,4,Manhattan,SPRING STREET,6,0,0,0,0,0,0,0,1,0,0,0,1
2018,4,Manhattan,SPRING STREET,"C,E",0,0,0,0,0,0,0,0,0,0,1,1
2018,4,Manhattan,WALL STREET,"2,3",0,0,0,0,0,0,0,1,1,0,2,5
2018,4,Queens,103 ST.-CORONA PLAZA,7,0,0,0,0,0,0,0,2,30,0,0,32
2018,4,Queens,104 STREET,A,0,0,0,0,0,0,0,0,1,0,0,1
2018,4,Queens,111 ST.-ROOSEVELT AVE,7,0,0,0,0,0,0,0,0,2,0,0,2
2018,4,Queens,111 STREET,A,0,0,0,0,0,0,0,0,1,0,0,1
2018,4,Queens,169 STREET,F,0,0,0,0,0,0,1,11,11,6,0,36
2018,4,Queens,23 STREET-ELY AVENUE,"E,M",0,0,0,0,0,0,0,0,1,0,0,1
2018,4,Queens,30 AVENUE,"N,Q",0,0,0,0,0,0,0,2,0,3,3,8
2018,4,Queens,33 STREET,7,0,0,0,0,0,0,0,1,2,0,0,3
2018,4,Queens,36 AVENUE,"N,Q",0,0,0,0,0,0,0,0,1,0,0,1
2018,4,Queens,39 AVENUE,"N,Q",0,0,0,0,0,0,0,0,0,0,1,1
2018,4,Queens,45 ROAD-COURT HOUSE SQUARE,7,0,0,0,0,0,0,0,0,0,0,0,2
2018,4,Queens,46 STREET,7,0,0,0,0,0,0,0,0,1,1,0,3
2018,4,Queens,46 STREET,"M,R",0,0,0,0,0,0,0,1,1,0,0,2
2018,4,Queens,52 STREET,7,0,0,0,0,0,0,0,0,1,4,2,9
2018,4,Queens,65 STREET,"M,R",0,0,0,0,0,0,0,0,1,0,0,1
2018,4,Queens,69 STREET,7,0,0,0,0,0,0,0,0,2,2,1,5
2018,4,Queens,75 AVENUE,"E,F",0,0,0,0,0,0,0,1,0,0,0,1
2018,4,Queens,75 ST.-ELDERTS LANE,"J,Z",0,0,0,0,0,0,0,0,1,0,0,1
2018,4,Queens,80 STREET,A,0,0,0,0,0,0,0,7,5,3,2,19
2018,4,Queens,82 ST.-JACKSON HEIGHTS,7,0,0,0,0,0,0,0,2,12,0,2,18
2018,4,Queens,88 STREET,A,0,0,0,0,0,0,0,1,0,0,0,1
2018,4,Queens,AQUEDUCT-NORTH CONDUIT AVE.,A,0,0,0,0,0,0,0,1,0,2,1,4
2018,4,Queens,AQUEDUCT-RACETRACK,A,0,0,0,0,0,0,0,25,6,17,5,70
2018,4,Queens,ASTORIA BLVD.,"N,Q",0,0,0,0,0,0,0,0,0,1,2,4
2018,4,Queens,BEACH 25 STREET,A,0,0,0,0,0,0,0,16,3,0,0,19
2018,4,Queens,BEACH 36 STREET,A,0,0,0,0,0,0,0,2,0,0,1,3
2018,4,Queens,BEACH 90 STREET,"A,S",0,0,0,0,0,0,0,0,1,0,0,1
2018,4,Queens,COURT SQUARE,G,0,0,0,0,0,0,0,1,1,1,1,5
2018,4,Queens,ELMHURST AVE.,"M,R",0,0,0,0,0,0,2,0,2,3,2,9
2018,4,Queens,GRAND AVE.-NEWTON,"M,R",0,0,0,0,0,0,0,0,2,2,1,6
2018,4,Queens,HOWARD BEACH-JFK AIRPORT,A,0,0,0,0,0,0,0,0,1,0,1,2
2018,4,Queens,HUNTERS POINT AVENUE,7,0,0,0,0,0,0,0,1,2,0,0,3
2018,4,Queens,JUNCTION BLVD.,7,0,0,0,0,0,0,0,2,7,0,1,11
2018,4,Queens,LEFFERTS BLVD.,A,0,0,0,0,0,0,0,14,6,5,1,31
2018,4,Queens,QUEENS PLAZA,"E,M,R",0,0,0,0,0,0,0,4,2,3,0,10
2018,4,Queens,QUEENSBORO PLAZA,"N,Q,7",0,0,0,0,0,0,0,6,7,1,3,19
2018,4,Queens,ROCKAWAY PARK-BEACH 116 ST.,"A,S",0,0,0,0,0,0,0,1,0,0,0,1
2018,4,Queens,ROOSEVELT ISLAND,F,0,0,0,0,0,0,0,1,0,0,0,1
2018,4,Queens,VERNON BLVD.-JACKSON AVE.,7,0,0,0,0,0,0,0,3,4,2,2,12
2018,4,Queens,WOODHAVEN BLVD.,"J,Z",0,0,0,0,0,0,0,0,1,0,1,2
2019,1,Bronx,149 ST.-GRAND CONCOURSE,"2,5",0,0,0,0,0,0,0,14,11,0,1,26
2019,1,Bronx,167 STREET,"B,D",0,0,0,0,0,0,0,10,10,0,0,20
2019,1,Bronx,233 STREET,"2,5",0,0,0,0,0,0,0,3,2,0,0,5
2019,1,Bronx,BEDFORD PK. BLVD.,"B,D",0,0,0,0,0,0,0,1,5,0,0,6
2019,1,Bronx,BEDFORD PK. BLVD.-LEHMAN COLLEGE,4,0,0,0,0,0,0,0,0,2,0,0,2
2019,1,Bronx,BURKE AVENUE,"2,5",0,0,0,0,0,0,0,5,3,0,1,9
2019,1,Bronx,EAST 143 ST.-ST. MARYS STREET,6,0,0,0,0,0,0,0,1,1,0,0,2
2019,1,Bronx,EAST TREMONT AVE.-WEST FARMS SQ.,"2,5",0,0,0,0,0,0,0,10,24,0,1,35
2019,1,Bronx,KINGSBRIDGE ROAD,"B,D",0,0,0,0,0,0,0,5,17,0,2,26
2019,1,Bronx,LONGWOOD AVENUE,6,0,0,0,0,0,0,0,6,4,0,0,10
2019,1,Bronx,MORRIS PARK,5,0,0,0,0,0,0,0,1,0,0,0,2
2019,1,Bronx,MOSHOLU PKWY.,4,0,0,0,0,0,0,0,3,6,0,0,9
2019,1,Bronx,PELHAM BAY PARK,6,0,0,0,0,0,0,0,2,2,1,1,7
2019,1,Bronx,PELHAM PKWY.,"2,5",0,0,0,0,0,0,0,14,11,0,1,26
2019,1,Bronx,PELHAM PKWY.,5,0,0,0,0,0,0,0,4,5,0,1,10
2019,1,Bronx,WHITLOCK AVENUE,6,0,0,0,0,0,0,0,3,6,0,0,9
2019,1,Bronx,ZEREGA AVENUE,6,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Brooklyn,15 ST.-PROSPECT PARK,"F,G",0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Brooklyn,18 AVENUE,D,0,0,0,0,0,0,0,0,2,0,1,4
2019,1,Brooklyn,20 AVENUE,N,0,0,0,0,0,0,0,1,3,0,4,12
2019,1,Brooklyn,25 STREET,R,0,0,0,0,0,0,0,4,10,0,2,17
2019,1,Brooklyn,36 STREET,"D,N,R",0,0,0,0,0,0,0,1,7,1,6,17
2019,1,Brooklyn,55 STREET,D,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Brooklyn,62 STREET,D,0,0,0,0,0,0,0,0,0,0,1,3
2019,1,Brooklyn,7 AVENUE,"F,G",0,0,0,0,0,0,0,1,3,0,7,12
2019,1,Brooklyn,71 STREET,D,0,0,0,0,0,0,0,0,2,0,1,4
2019,1,Brooklyn,79 STREET,D,0,0,0,0,0,0,0,1,1,0,0,2
2019,1,Brooklyn,8 AVENUE,N,0,0,0,0,0,0,0,0,0,0,0,1
2019,1,Brooklyn,86 STREET,R,0,0,0,0,0,0,0,4,4,3,8,26
2019,1,Brooklyn,95 STREET-BAY RIDGE,R,0,0,0,0,0,0,0,0,0,0,1,1
2019,1,Brooklyn,ATLANTIC AVENUE,"B,Q",0,0,0,0,0,0,0,30,8,2,12,53
2019,1,Brooklyn,ATLANTIC AVENUE,L,0,0,0,0,0,0,0,1,0,0,0,1
2019,1,Brooklyn,"AVENUE ""H""",Q,0,0,0,0,0,0,0,2,0,0,1,3
2019,1,Brooklyn,"AVENUE ""J""",Q,0,0,0,0,0,0,0,0,2,1,0,3
2019,1,Brooklyn,"AVENUE ""M""",Q,0,0,0,0,0,0,0,1,2,1,7,12
2019,1,Brooklyn,"AVENUE ""U""",F,0,0,0,0,0,0,0,0,1,0,3,4
2019,1,Brooklyn,"AVENUE ""U""",Q,0,0,0,0,0,0,0,1,1,0,7,10
2019,1,Brooklyn,BAY PARKWAY,D,0,0,0,0,0,0,0,1,2,0,1,4
2019,1,Brooklyn,BAY PARKWAY,N,0,0,0,0,0,0,0,0,0,1,0,2
2019,1,Brooklyn,BAY RIDGE AVENUE,R,0,0,0,0,0,0,0,0,2,0,2,4
2019,1,Brooklyn,BEVERLEY ROAD,Q,0,0,0,0,0,0,0,1,0,0,1,2
2019,1,Brooklyn,BRIGHTON BEACH,"B,Q",0,0,0,0,0,0,0,20,34,12,90,164
2019,1,Brooklyn,BROADWAY,G,0,0,0,0,0,0,0,1,0,0,0,1
2019,1,Brooklyn,BROADWAY-EASTERN PKWY,"J,L,Z",0,0,0,0,0,0,0,0,2,0,0,2
2019,1,Brooklyn,BUSHWICK AVE.-ABERDEEN ST.,L,0,0,0,0,0,0,0,1,1,0,0,2
2019,1,Brooklyn,CHAUNCEY STREET,"J,Z",0,0,0,0,0,0,0,2,2,0,0,4
2019,1,Brooklyn,CHURCH AVENUE,"F,G",0,0,0,0,0,0,1,1,2,2,3,12
2019,1,Brooklyn,CLARK STREET,"2,3",0,0,0,0,0,0,0,2,1,0,0,3
2019,1,Brooklyn,CLASSON AVENUE,G,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Brooklyn,CLINTON-WASHINGTON AVENUES,G,0,0,0,0,0,0,0,6,2,0,2,10
2019,1,Brooklyn,CORTELYOU ROAD,Q,0,0,0,0,0,0,0,1,0,0,1,2
2019,1,Brooklyn,CRESCENT STREET,"J,Z",0,0,0,0,0,0,0,0,4,0,0,4
2019,1,Brooklyn,FLUSHING AVENUE,"J,M",0,0,0,0,0,0,0,16,12,1,12,42
2019,1,Brooklyn,FOREST AVENUE,M,0,0,0,0,0,0,0,1,0,0,0,1
2019,1,Brooklyn,FORT HAMILTON PKWY,D,0,0,0,0,0,0,0,1,2,0,2,6
2019,1,Brooklyn,FORT HAMILTON PKWY,"F,G",0,0,0,0,0,0,0,0,0,0,1,1
2019,1,Brooklyn,FORT HAMILTON PKWY,N,0,0,0,0,0,0,0,0,0,0,1,4
2019,1,Brooklyn,FRANKLIN AVENUE,S,0,0,0,0,0,0,0,0,0,0,1,1
2019,1,Brooklyn,FRESH POND ROAD,M,0,0,0,0,0,0,0,1,0,0,0,1
2019,1,Brooklyn,FULTON STREET,G,0,0,0,0,0,0,0,5,4,0,0,10
2019,1,Brooklyn,GATES AVENUE,"J,Z",0,0,0,0,0,0,0,6,1,0,1,8
2019,1,Brooklyn,GRAHAM AVENUE,L,0,0,0,0,0,0,0,2,2,0,2,6
2019,1,Brooklyn,GRAND ARMY PLAZA,"2,3",0,0,0,0,0,0,0,2,3,0,3,8
2019,1,Brooklyn,GRAND STREET,L,0,0,0,0,0,0,0,1,1,0,0,2
2019,1,Brooklyn,GRANT AVENUE,A,0,0,0,0,0,0,0,3,2,0,0,5
2019,1,Brooklyn,GREENPOINT AVENUE,G,0,0,0,0,0,0,0,0,2,1,2,5
2019,1,Brooklyn,HALSEY STREET,J,0,0,0,0,0,0,0,0,0,0,2,2
2019,1,Brooklyn,HEWES STREET,"J,M",0,0,0,0,0,0,0,1,1,0,1,3
2019,1,Brooklyn,HIGH STREET,"A,C",0,0,0,0,0,0,0,9,3,0,2,14
2019,1,Brooklyn,JEFFERSON STREET,L,0,0,0,0,0,0,0,6,2,1,11,22
2019,1,Brooklyn,JUNIUS STREET,3,0,0,0,0,0,0,0,10,1,0,0,11
2019,1,Brooklyn,KINGS HIGHWAY,N,0,0,0,0,0,0,0,0,0,0,1,1
2019,1,Brooklyn,KINGSTON AVENUE,3,0,0,0,0,0,0,0,1,0,1,4,6
2019,1,Brooklyn,KINGSTON-THROOP AVENUES,C,0,0,0,0,0,0,0,10,2,0,0,12
2019,1,Brooklyn,KOSCIUSKO STREET,J,0,0,0,0,0,0,0,1,1,0,4,6
2019,1,Brooklyn,LAFAYETTE AVENUE,C,0,0,0,0,0,0,0,2,1,0,0,3
2019,1,Brooklyn,LAWRENCE STREET,R,0,0,0,0,0,0,0,1,1,0,0,2
2019,1,Brooklyn,LORIMER STREET,"J,M",0,0,0,0,0,0,0,2,1,0,0,3
2019,1,Brooklyn,METROPOLITAN AVENUE,G,0,0,0,0,0,0,0,1,0,0,5,7
2019,1,Brooklyn,METROPOLITAN AVENUE,M,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Brooklyn,MONTROSE AVENUE,L,0,0,0,0,0,0,0,0,0,0,1,1
2019,1,Brooklyn,MYRTLE/WYCKOFF AVENUES,L,0,0,0,0,0,0,0,12,28,0,13,53
2019,1,Brooklyn,"NASSAU AVENUE",G,0,0,0,0,0,0,1,4,2,1,15,25
2019,1,Brooklyn,NECK ROAD,Q,0,0,0,0,0,0,0,0,0,0,1,1
2019,1,Brooklyn,NEW LOTS AVENUE,L,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Brooklyn,NEWKIRK AVENUE,"B,Q",0,0,0,0,0,0,0,2,2,0,1,5
2019,1,Brooklyn,NORWOOD AVENUE,"J,Z",0,0,0,0,0,0,0,0,2,0,0,2
2019,1,Brooklyn,OCEAN PKWY,Q,0,0,0,0,0,0,0,1,4,0,13,18
2019,1,Brooklyn,PARK PLACE,S,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Brooklyn,PARKSIDE AVENUE,Q,0,0,0,0,0,0,0,12,1,1,0,15
2019,1,Brooklyn,PENNSYLVANIA AVENUE,3,0,0,0,0,0,0,0,6,0,0,0,6
2019,1,Brooklyn,PROSPECT AVENUE,R,0,0,0,0,0,0,0,9,2,0,2,13
2019,1,Brooklyn,STERLING STREET,"2,5",0,0,0,0,0,0,0,14,1,1,1,17
2019,1,Brooklyn,SUTTER AVENUE-RUTLAND ROAD,3,0,0,0,0,0,0,0,27,4,2,3,37
2019,1,Brooklyn,UNION STREET,R,0,0,0,0,0,0,0,0,1,0,5,6
2019,1,Brooklyn,VAN SICLEN AVENUE,"J,Z",0,0,0,0,0,0,0,1,0,0,1,2
2019,1,Brooklyn,WEST 8 STREET-NY AQUARIUM,"Q,F",0,0,0,0,0,0,0,1,0,0,0,1
2019,1,Brooklyn,WYCKOFF AVENUE,M,0,0,0,0,0,0,0,0,1,0,2,3
2019,1,Brooklyn,YORK STREET,F,0,0,0,0,0,0,0,3,2,0,4,10
2019,1,Manhattan,103 STREET,1,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Manhattan,110 ST.-CATHEDRAL PKWY.,1,0,0,0,0,0,0,0,2,0,1,0,3
2019,1,Manhattan,116 ST.-COLUMBIA UNIVERSITY,1,0,0,0,0,0,0,0,0,0,1,0,1
2019,1,Manhattan,116 STREET,"B,C",0,0,0,0,0,0,0,9,9,0,1,20
2019,1,Manhattan,125 STREET,1,0,0,0,0,0,0,0,1,0,0,1,3
2019,1,Manhattan,135 STREET,"2,3",0,0,0,0,0,0,1,66,24,0,3,95
2019,1,Manhattan,14 STREET,"A,C,E",0,0,0,0,0,0,0,16,19,5,32,77
2019,1,Manhattan,148 ST.-HARLEM,3,0,0,0,0,0,0,0,3,2,1,0,6
2019,1,Manhattan,155 STREET,"B,D",0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Manhattan,155 STREET,C,0,0,0,0,0,0,0,1,0,0,0,1
2019,1,Manhattan,157 STREET,1,0,0,0,0,0,0,0,2,3,0,1,6
2019,1,Manhattan,168 ST.-WASHINGTON HTS.,1,0,0,0,0,0,0,0,1,2,0,2,5
2019,1,Manhattan,18 STREET,1,0,0,0,0,0,0,0,0,0,1,3,4
2019,1,Manhattan,181 STREET,A,0,0,0,0,0,0,0,3,11,0,2,16
2019,1,Manhattan,191 STREET,1,0,0,0,0,0,0,0,2,1,0,0,3
2019,1,Manhattan,200 ST.-DYCKMAN ST.,1,0,0,0,0,0,0,0,1,3,0,1,5
2019,1,Manhattan,200 ST.-DYCKMAN ST.,A,0,0,0,0,0,0,0,5,16,1,2,24
2019,1,Manhattan,207 STREET,1,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Manhattan,225 ST.-MARBLE HILL,1,0,0,0,0,0,0,0,1,0,0,0,1
2019,1,Manhattan,23 STREET,1,0,0,0,0,0,0,0,3,2,0,1,8
2019,1,Manhattan,23 STREET,"F,M",0,0,0,0,0,0,0,4,1,0,2,9
2019,1,Manhattan,23 STREET,"N,R",0,0,0,0,0,0,0,0,0,0,6,6
2019,1,Manhattan,242 ST.-VAN CORTLANDT PARK,1,0,0,0,0,0,0,0,3,2,0,1,6
2019,1,Manhattan,28 STREET,1,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Manhattan,28 STREET,"N,R",0,0,0,0,0,0,0,3,0,1,3,7
2019,1,Manhattan,3 AVENUE,L,0,0,0,0,0,0,0,1,0,0,2,3
2019,1,Manhattan,34 STREET,7,0,0,0,0,0,0,0,0,0,0,2,2
2019,1,Manhattan,42 ST.-GRAND CENTRAL,7,0,0,0,0,0,0,0,1,1,0,2,4
2019,1,Manhattan,42 ST.-GRAND CENTRAL,S,0,0,0,0,0,0,0,56,23,7,57,151
2019,1,Manhattan,42 ST.-TIMES SQUARE,7,0,0,0,0,0,0,0,6,6,2,5,19
2019,1,Manhattan,42 ST.-TIMES SQUARE,S,0,0,0,0,0,0,2,64,39,6,31,152
2019,1,Manhattan,5 AVENUE,7,0,0,0,0,0,0,0,3,1,0,2,6
2019,1,Manhattan,5 AVENUE,"E,M",0,0,0,0,0,0,0,4,4,2,1,11
2019,1,Manhattan,5 AVENUE,"N,Q,R",0,0,0,0,0,0,0,1,1,1,1,8
2019,1,Manhattan,50 STREET,1,0,0,0,0,0,0,0,41,33,2,53,138
2019,1,Manhattan,57 STREET,"N,Q,R",0,0,0,0,0,0,1,9,5,4,16,37
2019,1,Manhattan,68 ST.-HUNTER COLLEGE,6,0,0,0,0,0,0,0,4,10,5,15,38
2019,1,Manhattan,72 STREET,"B,C",0,0,0,0,0,0,0,2,2,3,1,8
2019,1,Manhattan,72ND STREET,Q,0,0,0,0,0,0,0,0,0,0,2,3
2019,1,Manhattan,77 STREET,6,0,0,0,0,0,0,0,4,2,1,3,11
2019,1,Manhattan,8 ST.-NYU,"N,R",0,0,0,0,0,0,0,1,1,2,4,8
2019,1,Manhattan,81 ST.-MUSEUM OF NATURAL HISTORY,"B,C",0,0,0,0,0,0,0,2,0,0,1,3
2019,1,Manhattan,86 STREET,"B,C",0,0,0,0,0,0,0,1,2,0,3,7
2019,1,Manhattan,86TH STREET,Q,0,0,0,0,0,0,0,0,4,0,2,6
2019,1,Manhattan,96TH STREET,Q,0,0,0,0,0,0,0,4,5,1,3,13
2019,1,Manhattan,ASTOR PLACE,6,0,0,0,0,0,0,0,16,10,1,19,47
2019,1,Manhattan,BOWERY,"J,Z",0,0,0,0,0,0,0,0,2,0,1,4
2019,1,Manhattan,BROAD STREET,"J,Z",0,0,0,0,0,0,0,4,5,4,7,21
2019,1,Manhattan,BROADWAY/NASSAU,"A,C",0,0,0,0,0,0,1,15,7,1,8,35
2019,1,Manhattan,BROOKLYN BRIDGE-CITY HALL,"4,5,6",0,0,0,0,0,0,0,3,2,0,0,5
2019,1,Manhattan,CANAL STREET,"A,C,E",0,0,0,0,0,0,0,4,10,0,5,20
2019,1,Manhattan,CANAL STREET,"N,Q,R",0,0,0,0,0,0,0,2,3,0,4,9
2019,1,Manhattan,CHAMBERS STREET,"1,2,3",0,0,0,0,0,0,0,0,1,1,1,3
2019,1,Manhattan,CHAMBERS STREET,"J,Z",0,0,0,0,0,0,0,1,1,0,0,2
2019,1,Manhattan,CHRISTOPHER ST.-SHERIDAN SQ.,1,0,0,0,0,0,0,0,0,1,0,1,2
2019,1,Manhattan,CITY HALL,R,0,0,0,0,0,0,0,1,0,0,0,1
2019,1,Manhattan,CORTLANDT STREET,R,0,0,0,0,0,0,0,0,0,0,3,3
2019,1,Manhattan,DELANCEY STREET,F,0,0,0,0,0,0,0,3,6,2,9,20
2019,1,Manhattan,ESSEX STREET,"J,M,Z",0,0,0,0,0,0,0,2,2,0,2,6
2019,1,Manhattan,FRANKLIN STREET,1,0,0,0,0,0,0,0,0,0,0,2,2
2019,1,Manhattan,FULTON STREET,"2,3",0,0,0,0,0,0,0,2,0,0,0,2
2019,1,Manhattan,FULTON STREET,"J,Z",0,0,0,0,0,0,0,2,0,0,1,4
2019,1,Manhattan,GRAND STREET,"B,D",0,0,0,0,0,0,0,0,2,1,2,8
2019,1,Manhattan,LEXINGTON AVE.,F,0,0,0,0,0,0,0,1,0,0,0,2
2019,1,Manhattan,LEXINGTON AVE.,"N,Q,R",0,0,0,0,0,0,0,2,0,2,0,4
2019,1,Manhattan,LEXINGTON AVENUE,"E,M",0,0,0,0,0,0,0,2,0,0,1,4
2019,1,Manhattan,PRINCE STREET,"N,R",0,0,0,0,0,0,0,3,2,0,1,6
2019,1,Manhattan,RECTOR STREET,1,0,0,0,0,0,0,0,0,0,0,1,1
2019,1,Manhattan,RECTOR STREET,R,0,0,0,0,0,0,0,0,4,0,0,5
2019,1,Manhattan,SPRING STREET,6,0,0,0,0,0,0,0,30,28,0,11,70
2019,1,Manhattan,SPRING STREET,"C,E",0,0,0,0,0,0,0,21,12,5,10,52
2019,1,Manhattan,WALL STREET,"2,3",0,0,0,0,0,0,0,1,1,0,1,3
2019,1,Manhattan,WALL STREET,"4,5",0,0,0,0,0,0,0,2,1,0,0,3
2019,1,Queens,103 ST.-CORONA PLAZA,7,0,0,0,0,0,0,0,0,21,0,0,22
2019,1,Queens,104 STREET,A,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Queens,111 ST.-ROOSEVELT AVE,7,0,0,0,0,0,0,0,0,3,0,0,3
2019,1,Queens,169 STREET,F,0,0,0,0,0,0,0,4,3,0,0,10
2019,1,Queens,21 ST.-QUEENSBRIDGE,F,0,0,0,0,0,0,0,1,2,0,0,3
2019,1,Queens,21 STREET,G,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Queens,30 AVENUE,"N,Q",0,0,0,0,0,0,0,1,3,3,4,12
2019,1,Queens,45 ROAD-COURT HOUSE SQUARE,7,0,0,0,0,0,0,0,0,0,0,0,1
2019,1,Queens,52 STREET,7,0,0,0,0,0,0,0,0,0,0,0,1
2019,1,Queens,63 DRIVE-REGO PARK,"M,R",0,0,0,0,0,0,0,1,0,0,1,3
2019,1,Queens,67 AVENUE,"M,R",0,0,0,0,0,0,0,1,0,1,1,3
2019,1,Queens,69 STREET,7,0,0,0,0,0,0,0,0,2,0,0,3
2019,1,Queens,75 AVENUE,"E,F",0,0,0,0,0,0,0,0,2,1,1,4
2019,1,Queens,88 STREET,A,0,0,0,0,0,0,0,0,4,0,0,4
2019,1,Queens,AQUEDUCT-NORTH CONDUIT AVE.,A,0,0,0,0,0,0,0,0,0,0,0,1
2019,1,Queens,BROAD CHANNEL,"A,S",0,0,0,0,0,0,0,0,0,0,1,1
2019,1,Queens,BROADWAY,"N,Q",0,0,0,0,0,0,0,0,0,2,0,2
2019,1,Queens,COURT SQUARE,G,0,0,0,0,0,0,0,2,1,0,2,6
2019,1,Queens,DITMARS BLVD.-ASTORIA,"N,Q",0,0,0,0,0,0,0,2,8,8,5,25
2019,1,Queens,ELMHURST AVE.,"M,R",0,0,0,0,0,0,0,1,2,0,0,5
2019,1,Queens,GRAND AVE.-NEWTON,"M,R",0,0,0,0,0,0,0,8,9,11,1,31
2019,1,Queens,HOWARD BEACH-JFK AIRPORT,A,0,0,0,0,0,0,0,1,0,0,0,1
2019,1,Queens,JAMAICA-VAN WYCK,E,0,0,0,0,0,0,1,0,0,0,0,1
2019,1,Queens,QUEENSBORO PLAZA,"N,Q,7",0,0,0,0,0,0,0,1,7,1,4,17
2019,1,Queens,ROCKAWAY BLVD.,A,0,0,0,0,0,0,0,13,16,5,5,43
2019,1,Queens,ROCKAWAY PARK-BEACH 116 ST.,"A,S",0,0,0,0,0,0,0,1,0,0,0,1
2019,1,Queens,STEINWAY ST.,"M,R",0,0,0,0,0,0,0,3,4,0,0,8
2019,1,Queens,SUTPHIN BLVD.,F,0,0,0,0,0,0,0,0,2,1,0,5
2019,1,Queens,UNION TURNPIKE-KEW GARDENS,"E,F",0,0,0,0,0,0,0,12,8,2,3,26
2019,1,Queens,VERNON BLVD.-JACKSON AVE.,7,0,0,0,0,0,0,0,2,4,0,1,10
2019,1,Queens,WOODHAVEN BLVD.,"M,R",0,0,0,0,0,0,0,8,6,7,1,27
2019,2,Bronx,149 ST.-GRAND CONCOURSE,"2,5",0,0,0,0,0,0,0,7,13,2,2,24
2019,2,Bronx,167 STREET,"B,D",0,0,0,0,0,0,0,26,31,0,2,59
2019,2,Bronx,238 ST.-NEREID AVE.,"2,5",0,0,0,0,0,0,0,3,1,0,0,4
2019,2,Bronx,ALLERTON AVENUE,"2,5",0,0,0,0,0,0,0,7,4,1,0,13
2019,2,Bronx,BEDFORD PK. BLVD.,"B,D",0,0,0,0,0,0,0,3,5,0,1,9
2019,2,Bronx,BEDFORD PK. BLVD.-LEHMAN COLLEGE,4,0,0,0,0,0,0,0,2,5,0,1,8
2019,2,Bronx,BURKE AVENUE,"2,5",0,0,0,0,0,0,0,2,0,0,0,2
2019,2,Bronx,CASTLE HILL AVENUE,6,0,0,0,0,0,0,0,5,8,0,1,14
2019,2,Bronx,DYRE AVE.-EASTCHESTER,5,0,0,0,0,0,0,0,12,9,0,0,21
2019,2,Bronx,EAST 143 ST.-ST. MARYS STREET,6,0,0,0,0,0,0,0,1,0,0,0,1
2019,2,Bronx,EAST TREMONT AV.-WESTCHESTER SQ.,6,0,0,0,0,0,0,0,4,12,1,0,17
2019,2,Bronx,KINGSBRIDGE ROAD,4,0,0,0,0,0,0,0,9,22,1,1,33
2019,2,Bronx,MIDDLETOWN ROAD,6,0,0,0,0,0,0,0,1,2,0,0,3
2019,2,Bronx,MORRIS PARK,5,0,0,0,0,0,0,0,1,1,0,0,2
2019,2,Bronx,MOSHOLU PKWY.,4,0,0,0,0,0,0,0,9,19,1,1,30
2019,2,Bronx,PELHAM BAY PARK,6,0,0,0,0,0,0,0,8,9,1,3,21
2019,2,Bronx,PELHAM PKWY.,"2,5",0,0,0,0,0,0,1,15,12,1,2,31
2019,2,Bronx,PELHAM PKWY.,5,0,0,0,0,0,0,0,4,3,0,3,10
2019,2,Bronx,ZEREGA AVENUE,6,0,0,0,0,0,0,0,1,0,0,0,1
2019,2,Brooklyn,15 ST.-PROSPECT PARK,"F,G",0,0,0,0,0,0,0,0,0,0,1,1
2019,2,Brooklyn,18 AVENUE,D,0,0,0,0,0,0,0,3,2,0,4,11
2019,2,Brooklyn,20 AVENUE,D,0,0,0,0,0,0,0,2,2,1,4,9
2019,2,Brooklyn,20 AVENUE,N,0,0,0,0,0,0,0,1,0,0,1,3
2019,2,Brooklyn,25 AVENUE,D,0,0,0,0,0,0,0,0,0,1,0,5
2019,2,Brooklyn,45 STREET,R,0,0,0,0,0,0,0,4,8,1,2,18
2019,2,Brooklyn,55 STREET,D,0,0,0,0,0,0,0,0,2,0,0,2
2019,2,Brooklyn,71 STREET,D,0,0,0,0,0,0,0,0,0,0,0,2
2019,2,Brooklyn,77 STREET,R,0,0,0,0,0,0,0,0,2,0,2,4
