Year,Quarter,final_Borough,final_Street_Names,final_All_Lines,American Indian_arrests,Black_arrests,Hispanic_arrests,Unknown_arrests,White_arrests,Grand Total_arrests,American Indian_summonses,Black_summonses,Hispanic_summonses,Unknown_summonses,White_summonses,Grand Total_summonses
2019,1,Brooklyn,LORIMER STREET,L,0,0,0,0,1,1,0,10,13,1,24,50
2019,1,Brooklyn,MARCY AVENUE,"J,M,Z",0,2,0,0,3,5,1,44,60,1,45,154
2019,1,Brooklyn,MORGAN AVENUE,L,0,1,0,0,0,1,1,38,28,4,67,151
2019,1,Brooklyn,MYRTLE AVENUE,"J,M,Z",0,0,2,0,0,2,0,15,11,1,7,34
2019,1,Brooklyn,MYRTLE-WILLOUGHBY AVENUES,G,0,0,0,0,2,2,0,16,5,0,6,27
2019,1,Brooklyn,NEVINS STREET,"2,3,4,5",0,12,2,0,0,14,1,105,22,2,9,143
2019,1,Brooklyn,NEW LOTS AVENUE,3,0,4,0,0,0,4,0,17,4,0,0,21
2019,1,Brooklyn,NEWKIRK AVENUE,"2,5",0,2,0,0,0,2,0,24,0,0,1,25
2019,1,Brooklyn,NOSTRAND AVENUE,3,0,5,0,0,0,5,0,20,0,0,1,21
2019,1,Brooklyn,NOSTRAND AVENUE,"A,C",0,12,3,0,0,15,1,101,21,5,19,153
2019,1,Brooklyn,PACIFIC STREET,"D,N,R",0,2,0,0,1,3,0,15,5,0,5,25
2019,1,Brooklyn,PRESIDENT STREET,"2,5",0,1,0,0,0,1,0,9,3,0,1,13
2019,1,Brooklyn,PROSPECT PARK,"B,Q,S",0,2,0,0,0,2,1,29,9,0,6,47
2019,1,Brooklyn,RALPH AVENUE,C,0,1,0,0,0,1,0,6,2,0,1,9
2019,1,Brooklyn,ROCKAWAY AVENUE,3,0,1,0,0,0,1,0,21,3,1,0,25
2019,1,Brooklyn,ROCKAWAY AVENUE,C,0,3,0,0,0,3,0,8,0,0,2,10
2019,1,Brooklyn,ROCKAWAY PKWY-CANARSIE,L,0,0,0,0,1,2,0,34,3,0,2,39
2019,1,Brooklyn,SARATOGA AVENUE,3,0,1,0,0,0,1,0,17,2,0,0,19
2019,1,Brooklyn,SHEEPSHEAD BAY,"B,Q",0,0,0,0,1,1,0,2,9,0,23,34
2019,1,Brooklyn,SHEPHERD AVENUE,C,0,0,1,0,0,1,0,1,1,0,0,2
2019,1,Brooklyn,SMITH-9 STREETS,"F,G",0,3,0,0,0,3,0,8,4,0,4,16
2019,1,Brooklyn,STILLWELL AVENUE-CONEY ISLAND,"D,F,N,Q",0,10,4,0,3,18,0,61,29,4,25,127
2019,1,Brooklyn,SUTTER AVENUE,L,0,3,2,0,1,6,0,18,3,0,0,21
2019,1,Brooklyn,UNKNOWN,,0,1,0,0,0,1,0,0,0,0,0,0
2019,1,Brooklyn,UTICA AVE.-CROWN HEIGHTS,"3,4",0,10,3,0,1,14,0,150,23,3,16,195
2019,1,Brooklyn,UTICA AVENUE,"A,C",0,8,1,0,0,9,0,95,18,2,17,135
2019,1,Brooklyn,VAN SICLEN AVENUE,3,0,2,0,0,0,2,0,8,2,0,1,12
2019,1,Brooklyn,VAN SICLEN AVENUE,C,0,3,0,0,0,3,0,1,3,0,0,4
2019,1,Brooklyn,WINTHROP STREET,"2,5",0,1,0,0,1,2,0,18,3,1,3,25
2019,1,Manhattan,1 AVENUE,L,0,0,1,0,0,1,0,6,9,1,15,33
2019,1,Manhattan,103 STREET,6,0,0,1,0,1,2,0,2,2,0,3,7
2019,1,Manhattan,103 STREET,"B,C",0,1,0,0,0,1,0,2,2,1,0,6
2019,1,Manhattan,110 ST.-CATHEDRAL PKWY.,"B,C",0,1,0,0,1,2,0,12,8,0,10,32
2019,1,Manhattan,110 ST.-CENTRAL PARK NORTH,"2,3",0,7,0,0,0,7,0,166,67,9,33,284
2019,1,Manhattan,110 STREET,6,0,1,1,0,0,2,0,1,5,0,0,6
2019,1,Manhattan,116 STREET,"2,3",0,3,0,0,0,3,0,57,13,4,10,85
2019,1,Manhattan,116 STREET,6,0,1,0,0,0,1,0,13,17,2,4,37
2019,1,Manhattan,125 STREET,"2,3",0,3,0,0,0,3,0,61,17,2,15,95
2019,1,Manhattan,125 STREET,"4,5,6",0,4,2,1,1,8,0,58,31,5,13,109
2019,1,Manhattan,125 STREET,"A,B,C,D",0,7,1,0,1,9,1,227,116,11,45,408
2019,1,Manhattan,135 STREET,"B,C",0,2,1,0,0,3,0,7,9,1,0,17
2019,1,Manhattan,137 ST.-CITY COLLEGE,1,0,0,1,0,0,1,0,3,11,0,0,16
2019,1,Manhattan,14 ST.-UNION SQUARE,L,0,4,6,0,3,13,0,45,48,3,38,142
2019,1,Manhattan,14 STREET,"1,2,3",0,0,0,0,1,1,0,7,8,2,3,21
2019,1,Manhattan,14 STREET,"4,5,6",0,5,2,0,3,10,7,306,235,58,329,996
2019,1,Manhattan,14 STREET,"F,M",0,1,0,0,0,1,0,2,3,0,5,10
2019,1,Manhattan,145 STREET,"A,B,C,D",0,2,2,0,0,4,0,57,32,3,13,115
2019,1,Manhattan,168 ST.-WASHINGTON HTS.,"A,C",0,0,0,0,1,1,0,11,26,1,10,50
2019,1,Manhattan,175 STREET,A,0,0,1,0,0,1,0,4,8,0,1,13
2019,1,Manhattan,181 STREET,1,0,2,1,0,0,3,0,11,33,0,1,45
2019,1,Manhattan,2 AVENUE,F,0,2,0,0,1,3,0,11,7,3,19,42
2019,1,Manhattan,207 ST.-INWOOD,A,0,0,1,0,0,1,0,5,10,0,0,15
2019,1,Manhattan,23 STREET,6,0,4,2,0,0,6,0,24,21,6,17,74
2019,1,Manhattan,23 STREET,"C,E",0,1,0,0,0,1,0,13,6,1,8,28
2019,1,Manhattan,28 STREET,6,0,3,1,0,0,5,0,11,4,1,10,26
2019,1,Manhattan,33 STREET,6,0,6,4,0,0,10,1,30,21,0,13,68
2019,1,Manhattan,34 ST.-HERALD SQ.,"B,D,F",0,3,0,0,3,6,1,189,140,61,168,633
2019,1,Manhattan,34 ST.-PENN STATION,"1,2,3",0,6,0,0,0,6,0,44,30,8,29,119
2019,1,Manhattan,34 ST.-PENN STATION,"A,C,E",0,2,1,0,0,3,0,26,18,5,20,74
2019,1,Manhattan,34 STREET,"M,N,Q,R",0,2,0,0,0,2,0,8,4,2,6,22
2019,1,Manhattan,42 ST.-GRAND CENTRAL,"4,5,6",0,3,0,0,0,3,0,21,9,3,25,70
2019,1,Manhattan,42 ST.-PORT AUTHORITY BUS TERMINAL,"A,C,E",0,9,3,0,3,15,6,419,338,53,237,1116
2019,1,Manhattan,42 ST.-TIMES SQUARE,"1,2,3",1,3,2,0,0,6,0,100,73,10,35,230
2019,1,Manhattan,42 ST.-TIMES SQUARE,"N,Q,R",0,1,1,0,1,3,0,40,42,6,50,150
2019,1,Manhattan,42 STREET,"B,D,F,M",0,1,0,0,1,2,0,19,30,8,24,86
2019,1,Manhattan,47-50 STS./ROCKEFELLER CTR.,"B,D,F,M",0,1,1,1,0,3,0,20,14,11,15,64
2019,1,Manhattan,49 STREET,"N,Q,R",0,1,2,0,0,3,0,15,16,1,24,64
2019,1,Manhattan,50 STREET,"C,E",0,0,2,0,0,2,1,14,24,5,20,70
2019,1,Manhattan,51 STREET,6,0,0,1,0,0,1,0,3,2,0,1,6
2019,1,Manhattan,57 STREET,F,0,0,1,0,0,1,0,2,1,1,3,8
2019,1,Manhattan,59 ST.-COLUMBUS CIRCLE,1,0,3,3,0,1,7,0,6,16,2,7,31
2019,1,Manhattan,59 ST.-COLUMBUS CIRCLE,"A,B,C,D",0,1,2,0,1,4,2,119,123,29,132,421
2019,1,Manhattan,59 STREET,"4,5,6",0,2,1,0,2,5,0,9,14,2,7,36
2019,1,Manhattan,66 ST.-LINCOLN CENTER,1,0,1,1,0,1,3,0,17,9,0,11,38
2019,1,Manhattan,7 AVENUE,"B,D,E",0,0,1,0,0,1,0,9,5,3,5,24
2019,1,Manhattan,72 STREET,"1,2,3",0,3,2,0,2,7,1,22,24,6,48,108
2019,1,Manhattan,79 STREET,1,0,0,1,0,0,1,0,7,8,0,2,18
2019,1,Manhattan,8 AVENUE,L,0,0,0,0,0,1,1,4,6,0,5,17
2019,1,Manhattan,86 STREET,1,0,1,2,0,0,3,0,27,22,1,31,88
2019,1,Manhattan,86 STREET,"4,5,6",0,1,0,0,0,1,2,38,60,6,43,159
2019,1,Manhattan,96 STREET,"1,2,3",0,1,2,0,0,3,0,37,17,4,10,69
2019,1,Manhattan,96 STREET,6,0,1,1,0,0,2,0,9,13,0,6,30
2019,1,Manhattan,96 STREET,"B,C",0,0,0,0,1,1,0,7,1,0,2,10
2019,1,Manhattan,BLEECKER STREET,6,0,1,4,0,2,7,0,17,8,3,23,55
2019,1,Manhattan,BOWLING GREEN,"4,5",0,0,1,0,0,1,0,2,1,0,1,4
2019,1,Manhattan,BROADWAY/LAFAYETTE,"B,D,F,M",0,0,1,0,0,1,0,12,6,1,17,39
2019,1,Manhattan,CANAL STREET,6,0,1,0,0,0,1,0,7,3,2,5,23
2019,1,Manhattan,CANAL STREET,"J,Z",0,0,0,0,1,1,0,18,15,14,24,110
2019,1,Manhattan,CHAMBERS ST.-WORLD TRADE CENTER,"A,C,E",0,1,0,0,0,1,2,9,11,0,4,28
2019,1,Manhattan,EAST BROADWAY,F,0,1,1,0,0,2,2,15,20,9,26,96
2019,1,Manhattan,FULTON STREET,"4,5",0,0,1,0,0,1,0,4,0,0,4,10
2019,1,Manhattan,SOUTH FERRY,1,0,1,2,0,0,3,0,52,28,1,26,110
2019,1,Manhattan,UNION SQUARE,"N,Q,R",0,10,3,0,3,17,0,34,41,4,29,116
2019,1,Manhattan,UNKNOWN,,0,2,1,0,0,3,0,0,0,0,0,0
2019,1,Manhattan,W. 4 STREET,"A,B,C,D,E,F,M",0,3,1,0,1,5,0,20,13,10,44,97
2019,1,Manhattan,WHITEHALL ST.-SOUTH FERRY,R,0,1,1,0,0,2,0,29,9,0,13,52
2019,1,Queens,179 ST.-JAMAICA,F,0,1,1,0,0,3,0,11,14,1,1,32
2019,1,Queens,61 ST.-WOODSIDE,7,0,0,1,0,0,1,0,1,5,4,0,14
2019,1,Queens,71 AVE.-FOREST HILLS,"E,F,M,R",0,1,2,0,1,4,0,4,15,2,2,27
2019,1,Queens,74 ST.-BROADWAY,7,0,1,9,1,3,16,4,13,41,11,9,104
2019,1,Queens,80 STREET,A,0,1,0,0,0,1,1,8,13,3,3,33
2019,1,Queens,82 ST.-JACKSON HEIGHTS,7,0,0,4,0,0,4,0,4,21,3,4,32
2019,1,Queens,90 ST.-ELMHURST AVE.,7,0,0,2,0,0,2,1,0,24,2,3,35
2019,1,Queens,AQUEDUCT-RACETRACK,A,0,3,1,0,0,4,1,22,10,21,3,78
2019,1,Queens,ASTORIA BLVD.,"N,Q",0,0,1,0,0,1,0,1,1,0,0,2
2019,1,Queens,BEACH 25 STREET,A,0,1,0,0,0,1,0,15,2,1,0,18
2019,1,Queens,BEACH 36 STREET,A,0,0,1,0,0,1,0,6,3,2,0,11
2019,1,Queens,BEACH 44 STREET,A,0,2,0,0,1,3,0,21,6,2,1,30
2019,1,Queens,BEACH 60 STREET,A,0,2,1,0,0,3,0,26,9,0,0,35
2019,1,Queens,BEACH 67 STREET,A,0,3,0,0,0,3,0,22,12,1,4,40
2019,1,Queens,FAR ROCKAWAY-MOTT AVE.,A,0,6,3,0,0,10,0,70,30,4,3,107
2019,1,Queens,JUNCTION BLVD.,7,0,0,2,0,0,2,0,3,41,3,4,52
2019,1,Queens,LEFFERTS BLVD.,A,0,0,0,0,0,3,5,10,14,15,1,48
2019,1,Queens,MAIN ST.-FLUSHING,7,0,0,2,0,1,3,4,16,99,29,11,200
2019,1,Queens,PARSONS BLVD.,F,0,1,0,0,0,1,0,8,8,3,0,24
2019,1,Queens,PARSONS/ARCHER-JAMAICA CENTER,"E,J,Z",0,6,1,0,1,8,0,75,34,10,4,129
2019,1,Queens,QUEENS PLAZA,"E,M,R",0,1,1,0,0,2,0,2,4,2,1,10
2019,1,Queens,ROOSEVELT AVE.-JACKSON HEIGHTS,"E,F,M,R",0,1,6,0,2,13,5,21,80,42,12,197
2019,1,Queens,SUTPHIN BLVD.-ARCHER AVE.,"E,J,Z",0,7,1,0,0,8,0,39,30,5,3,82
2019,1,Queens,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0
2019,2,Bronx,138 ST.-GRAND CONCOURSE,"4,5",0,1,1,0,0,2,0,20,13,0,1,34
2019,2,Bronx,149 ST.-GRAND CONCOURSE,4,0,0,1,0,0,1,1,112,79,6,16,218
2019,2,Bronx,161 ST.-YANKEE STADIUM,4,0,3,0,0,2,5,0,11,29,1,5,46
2019,2,Bronx,161 ST.-YANKEE STADIUM,"B,D",0,2,2,0,0,4,0,28,41,2,9,82
2019,2,Bronx,167 STREET,4,0,4,1,0,0,5,0,68,90,1,0,160
2019,2,Bronx,170 STREET,4,0,2,4,0,0,6,0,26,37,4,5,72
2019,2,Bronx,170 STREET,"B,D",0,1,0,0,0,1,0,25,23,0,4,53
2019,2,Bronx,174-175 STREETS,"B,D",0,0,1,0,0,1,0,24,21,0,2,48
2019,2,Bronx,176 STREET,4,0,0,2,0,0,2,0,17,7,0,0,24
2019,2,Bronx,182-183 STREETS,"B,D",0,1,2,0,0,3,0,18,28,0,2,48
2019,2,Bronx,183 STREET,4,0,0,1,0,0,1,0,29,41,0,3,73
2019,2,Bronx,205 ST.-NORWOOD,D,0,2,0,0,0,2,1,20,25,2,1,51
2019,2,Bronx,219 STREET,"2,5",0,1,0,0,0,1,0,15,7,0,2,24
2019,2,Bronx,225 STREET,"2,5",0,1,1,0,0,2,0,15,7,0,0,22
2019,2,Bronx,233 STREET,"2,5",0,1,0,0,0,1,0,3,3,0,0,6
2019,2,Bronx,241 ST.-WAKEFIELD,2,0,6,1,0,0,7,0,48,18,0,0,66
2019,2,Bronx,3 AVENUE-138 STREET,6,0,6,3,0,2,11,1,114,129,5,10,264
2019,2,Bronx,3 AVENUE-149 STREET,"2,5",0,8,4,0,0,12,0,125,117,1,8,254
2019,2,Bronx,BAYCHESTER AVENUE,5,0,0,1,0,0,1,0,16,7,0,1,25
2019,2,Bronx,BRONX PARK EAST,"2,5",0,0,1,0,0,1,0,6,10,0,0,16
2019,2,Bronx,BROOK AVENUE,6,0,6,2,0,0,9,1,54,88,2,5,155
2019,2,Bronx,BURNSIDE AVENUE,4,0,3,2,0,0,5,0,80,51,2,3,136
2019,2,Bronx,CYPRESS AVENUE,6,0,1,1,0,0,2,0,16,22,0,3,42
2019,2,Bronx,EAST 149 STREET,6,0,1,2,0,0,3,0,5,18,0,1,24
2019,2,Bronx,EAST 174 STREET,"2,5",0,6,0,0,0,6,0,47,37,1,7,93
2019,2,Bronx,EAST 177 ST.-PARKCHESTER,6,0,4,0,0,0,4,1,19,40,7,1,70
2019,2,Bronx,EAST 180 STREET,"2,5",0,0,1,0,0,1,0,7,9,0,2,18
2019,2,Bronx,EAST TREMONT AVE.-WEST FARMS SQ.,"2,5",0,5,1,0,1,7,0,27,24,1,1,53
2019,2,Bronx,ELDER AVENUE,6,0,2,0,0,0,2,0,12,19,0,1,32
2019,2,Bronx,Fordham Rd/Grand Concource,"B,D",0,2,1,0,0,3,0,104,103,1,19,232
2019,2,Bronx,FORDHAM ROAD,4,0,0,0,0,1,1,0,34,58,3,7,104
2019,2,Bronx,FREEMAN STREET,"2,5",0,4,1,0,0,5,0,40,33,1,1,75
2019,2,Bronx,GUN HILL ROAD,"2,5",0,4,2,0,0,6,0,49,20,0,1,70
2019,2,Bronx,GUN HILL ROAD,5,0,1,0,0,0,1,0,13,5,0,1,19
2019,2,Bronx,HUNTS POINT AVENUE,6,0,5,4,0,0,10,2,42,74,2,3,125
2019,2,Bronx,INTERVALE AVENUE,"2,5",0,0,1,0,0,1,0,9,14,0,2,25
2019,2,Bronx,JACKSON AVENUE,"2,5",0,3,0,0,1,4,0,13,20,0,6,40
2019,2,Bronx,KINGSBRIDGE ROAD,"B,D",0,0,1,0,0,1,0,16,32,0,0,49
2019,2,Bronx,LONGWOOD AVENUE,6,0,0,2,0,0,2,0,1,1,0,0,2
2019,2,Bronx,MT. EDEN AVENUE,4,0,0,1,0,0,1,0,13,14,2,2,31
2019,2,Bronx,PROSPECT AVENUE,"2,5",0,3,2,0,1,6,0,54,47,4,4,110
2019,2,Bronx,SIMPSON STREET,"2,5",0,4,3,0,0,7,0,31,44,1,7,84
2019,2,Bronx,SOUNDVIEW AVENUE,6,0,2,0,0,0,2,0,15,30,0,3,48
2019,2,Bronx,ST. LAWRENCE AVENUE,6,0,2,0,0,0,2,0,0,2,0,0,3
2019,2,Bronx,TREMONT AVENUE,"B,D",0,4,4,0,2,10,0,63,46,1,4,116
2019,2,Bronx,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,Bronx,WHITLOCK AVENUE,6,0,1,0,0,0,1,0,4,5,0,0,9
2019,2,Bronx,WOODLAWN,4,0,5,2,0,0,7,0,39,33,0,6,79
2019,2,Brooklyn,18 AVENUE,F,0,0,1,0,0,1,0,0,0,0,3,3
2019,2,Brooklyn,18 AVENUE,N,0,0,0,0,1,1,0,0,1,0,1,2
2019,2,Brooklyn,25 STREET,R,0,1,0,0,0,1,0,3,2,1,2,8
2019,2,Brooklyn,36 STREET,"D,N,R",0,1,0,0,1,2,0,12,27,3,11,56
2019,2,Brooklyn,4 AVENUE-9 STREET,"F,G",0,3,0,0,0,3,0,25,13,0,12,54
2019,2,Brooklyn,53 STREET,R,0,2,5,0,3,11,0,11,42,2,9,73
2019,2,Brooklyn,59 STREET,"N,R",0,0,1,0,0,1,0,14,18,2,13,53
2019,2,Brooklyn,62 STREET,D,0,1,0,0,0,1,1,3,16,0,2,31
2019,2,Brooklyn,7 AVENUE,"F,G",0,0,0,0,0,1,0,3,1,0,3,7
2019,2,Brooklyn,ALABAMA AVENUE,J,0,1,0,0,0,1,0,2,1,0,0,3
2019,2,Brooklyn,ATLANTIC AVENUE,"2,3,4,5",0,3,2,0,2,7,0,77,18,2,21,124
2019,2,Brooklyn,ATLANTIC AVENUE,"B,Q",0,1,0,0,0,1,0,12,7,0,3,24
2019,2,Brooklyn,"AVENUE ""J""",Q,0,2,0,0,0,2,0,4,4,1,3,15
2019,2,Brooklyn,BAY 50 STREET,D,0,1,0,0,0,1,0,2,1,1,2,7
2019,2,Brooklyn,BAY PARKWAY,N,0,0,0,0,1,1,0,0,2,3,0,7
2019,2,Brooklyn,BAY RIDGE AVENUE,R,0,1,0,0,0,1,0,1,3,1,2,9
2019,2,Brooklyn,BEDFORD-NOSTRAND AVENUES,G,0,2,2,0,0,4,0,22,19,1,14,59
2019,2,Brooklyn,BOROUGH HALL,"2,3,4,5",0,4,0,0,1,5,0,58,26,4,17,110
2019,2,Brooklyn,BRIGHTON BEACH,"B,Q",0,1,1,0,0,2,0,10,23,11,46,91
2019,2,Brooklyn,BROADWAY-EAST NEW YORK,"A,C",0,1,0,0,0,1,0,10,6,1,2,20
2019,2,Brooklyn,CARROLL STREET,"F,G",0,2,0,0,0,2,0,6,5,0,3,15
2019,2,Brooklyn,CHURCH AVENUE,"F,G",0,1,0,0,0,1,0,0,1,0,5,10
2019,2,Brooklyn,CLINTON-WASHINGTON AVENUES,C,0,1,0,0,0,1,0,13,2,3,10,33
2019,2,Brooklyn,CLINTON-WASHINGTON AVENUES,G,0,1,0,0,0,1,0,3,5,0,6,17
2019,2,Brooklyn,DEKALB AVENUE,"B,Q,R",0,4,1,0,2,7,0,45,30,8,41,147
2019,2,Brooklyn,DEKALB AVENUE,L,0,1,0,0,0,1,0,20,50,7,54,136
2019,2,Brooklyn,EASTERN PKWY-BROOKLYN MUSEUM,"2,3",0,1,0,0,0,1,0,16,5,0,5,29
2019,2,Brooklyn,EUCLID AVENUE,"A,C",0,2,2,0,0,4,1,16,12,2,4,35
2019,2,Brooklyn,FLATBUSH AVE.-BROOKLYN COLLEGE,"2,5",0,3,0,0,0,3,1,72,10,5,4,93
2019,2,Brooklyn,FLUSHING AVENUE,"J,M",0,0,0,0,1,1,0,25,20,1,34,85
2019,2,Brooklyn,FORT HAMILTON PKWY,D,0,0,1,0,0,1,0,2,8,1,6,23
2019,2,Brooklyn,FRANKLIN AVENUE,"2,3,4,5",0,1,1,0,0,2,2,29,6,2,10,50
2019,2,Brooklyn,FRANKLIN AVENUE,C,0,1,0,0,0,1,0,19,7,1,2,31
2019,2,Brooklyn,GRAND STREET,L,0,1,0,0,0,1,0,1,0,0,0,1
2019,2,Brooklyn,GRANT AVENUE,A,0,2,0,0,0,2,0,5,0,0,0,6
2019,2,Brooklyn,HALSEY STREET,J,0,2,1,0,0,3,0,4,2,0,6,12
2019,2,Brooklyn,HALSEY STREET,L,0,1,0,0,0,1,0,8,27,2,6,45
2019,2,Brooklyn,HIGH STREET,"A,C",0,1,0,0,0,1,0,12,3,0,4,19
2019,2,Brooklyn,HOYT-SCHERMERHORN,"A,C,G",0,7,3,0,1,11,0,76,28,13,31,150
2019,2,Brooklyn,JAY STREET-BOROUGH HALL,"A,C,F",0,24,5,0,1,30,1,235,88,34,67,461
2019,2,Brooklyn,JEFFERSON STREET,L,0,3,1,0,0,4,0,22,38,8,51,126
2019,2,Brooklyn,KINGSTON AVENUE,3,0,1,0,0,0,1,0,0,3,0,4,7
2019,2,Brooklyn,KOSCIUSKO STREET,J,0,0,0,0,1,1,0,4,1,0,1,6
2019,2,Brooklyn,LIBERTY AVENUE,C,0,0,1,0,0,1,0,0,0,0,0,0
2019,2,Brooklyn,LIVONIA AVENUE,L,0,3,1,0,0,4,0,56,14,2,4,76
2019,2,Brooklyn,MARCY AVENUE,"J,M,Z",0,3,3,0,3,9,1,53,82,6,66,213
2019,2,Brooklyn,MORGAN AVENUE,L,0,2,1,0,1,4,2,29,29,4,57,133
2019,2,Brooklyn,MYRTLE AVENUE,"J,M,Z",0,4,2,0,0,6,0,20,19,3,18,64
2019,2,Brooklyn,MYRTLE-WILLOUGHBY AVENUES,G,0,1,0,0,0,1,0,6,6,1,9,22
2019,2,Brooklyn,MYRTLE/WYCKOFF AVENUES,L,0,1,2,0,1,4,0,18,18,1,17,57
2019,2,Brooklyn,"NASSAU AVENUE",G,0,0,0,0,1,1,0,1,6,2,12,22
2019,2,Brooklyn,NEVINS STREET,"2,3,4,5",0,13,1,0,1,16,0,94,16,2,13,127
2019,2,Brooklyn,NEW LOTS AVENUE,3,0,1,0,0,0,1,0,6,0,0,1,7
2019,2,Brooklyn,NEWKIRK AVENUE,"2,5",0,1,0,0,0,1,0,8,1,0,0,9
2019,2,Brooklyn,NOSTRAND AVENUE,3,0,1,0,0,0,1,0,6,0,0,0,6
2019,2,Brooklyn,NOSTRAND AVENUE,"A,C",0,17,2,0,4,23,0,122,24,6,31,187
2019,2,Brooklyn,OCEAN PKWY,Q,0,0,0,0,1,1,0,1,0,0,7,8
2019,2,Brooklyn,PARK PLACE,S,0,1,0,0,0,1,0,4,0,0,0,4
2019,2,Brooklyn,PROSPECT PARK,"B,Q,S",0,1,0,0,0,1,0,24,1,1,7,33
2019,2,Brooklyn,ROCKAWAY AVENUE,C,0,1,0,0,0,1,0,18,3,0,5,26
2019,2,Brooklyn,ROCKAWAY PKWY-CANARSIE,L,0,3,0,0,0,3,0,23,1,1,2,27
2019,2,Brooklyn,SHEEPSHEAD BAY,"B,Q",0,0,0,0,2,2,0,5,17,5,35,66
2019,2,Brooklyn,SMITH-9 STREETS,"F,G",0,1,0,0,0,1,0,3,6,0,2,11
2019,2,Brooklyn,STILLWELL AVENUE-CONEY ISLAND,"D,F,N,Q",0,7,3,0,2,13,0,74,34,4,48,174
2019,2,Brooklyn,SUTTER AVENUE,L,0,15,2,0,1,18,0,45,4,3,2,54
2019,2,Brooklyn,SUTTER AVENUE-RUTLAND ROAD,3,0,2,0,0,0,2,0,3,1,0,0,4
2019,2,Brooklyn,UNION STREET,R,0,0,1,0,0,1,0,3,5,0,2,11
2019,2,Brooklyn,UNKNOWN,,0,1,0,0,0,1,0,0,0,0,0,0
2019,2,Brooklyn,UTICA AVE.-CROWN HEIGHTS,"3,4",0,6,0,0,1,7,0,99,10,1,12,123
2019,2,Brooklyn,UTICA AVENUE,"A,C",0,8,0,0,0,8,0,49,10,3,10,72
2019,2,Brooklyn,VAN SICLEN AVENUE,C,0,1,0,0,0,1,0,5,1,0,0,6
2019,2,Brooklyn,WINTHROP STREET,"2,5",0,3,0,0,0,3,0,7,2,0,0,9
2019,2,Brooklyn,WYCKOFF AVENUE,M,0,0,0,0,1,2,0,1,2,0,4,7
2019,2,Brooklyn,YORK STREET,F,0,0,1,0,0,1,0,4,4,0,6,14
2019,2,Manhattan,103 STREET,6,0,1,1,0,0,2,0,20,24,1,3,49
2019,2,Manhattan,110 ST.-CENTRAL PARK NORTH,"2,3",0,1,0,0,0,1,1,66,28,4,9,110
2019,2,Manhattan,110 STREET,6,0,0,1,0,0,1,0,12,10,0,2,25
2019,2,Manhattan,116 STREET,6,0,1,0,0,1,2,1,22,23,1,3,52
2019,2,Manhattan,116 STREET,"B,C",0,2,0,0,0,2,0,49,21,3,5,79
2019,2,Manhattan,125 STREET,1,0,1,0,0,0,1,0,14,9,1,8,33
2019,2,Manhattan,125 STREET,"2,3",0,2,1,0,0,3,0,45,15,0,8,69
2019,2,Manhattan,125 STREET,"4,5,6",0,6,2,0,0,8,1,63,51,6,22,145
2019,2,Manhattan,125 STREET,"A,B,C,D",0,5,5,0,0,10,0,86,59,2,28,182
2019,2,Manhattan,135 STREET,"2,3",0,1,1,0,0,2,1,47,22,2,11,85
2019,2,Manhattan,14 ST.-UNION SQUARE,L,0,4,1,0,0,5,0,15,13,3,14,49
2019,2,Manhattan,14 STREET,"1,2,3",0,0,1,0,0,1,0,8,1,1,2,13
2019,2,Manhattan,14 STREET,"4,5,6",0,1,3,0,0,4,5,171,139,32,154,543
2019,2,Manhattan,145 STREET,"A,B,C,D",0,2,1,0,0,3,0,64,56,1,22,146
2019,2,Manhattan,157 STREET,1,0,0,1,0,0,1,0,2,5,0,0,7
2019,2,Manhattan,168 ST.-WASHINGTON HTS.,"A,C",0,0,0,0,0,1,0,8,20,1,5,35
2019,2,Manhattan,181 STREET,1,0,1,0,0,0,1,0,10,23,0,4,37
2019,2,Manhattan,181 STREET,A,0,0,1,0,1,2,0,3,14,0,5,22
2019,2,Manhattan,2 AVENUE,F,0,2,0,0,0,2,0,10,4,1,2,18
2019,2,Manhattan,200 ST.-DYCKMAN ST.,1,0,0,1,0,0,1,0,2,19,0,1,22
2019,2,Manhattan,200 ST.-DYCKMAN ST.,A,0,1,0,0,0,1,0,8,16,0,6,30
2019,2,Manhattan,23 STREET,6,0,0,0,0,1,1,0,4,9,1,6,20
2019,2,Manhattan,23 STREET,"C,E",0,1,0,0,0,2,0,9,2,1,4,17
2019,2,Manhattan,242 ST.-VAN CORTLANDT PARK,1,0,1,0,0,0,1,0,0,1,0,1,2
2019,2,Manhattan,28 STREET,6,0,2,0,0,0,2,0,14,7,1,10,33
2019,2,Manhattan,33 STREET,6,0,3,0,0,2,5,0,33,25,3,23,89
2019,2,Manhattan,34 ST.-HERALD SQ.,"B,D,F",0,1,0,0,0,1,5,136,113,54,118,484
2019,2,Manhattan,42 ST.-GRAND CENTRAL,"4,5,6",0,1,3,0,1,5,0,9,8,1,7,28
2019,2,Manhattan,42 ST.-PORT AUTHORITY BUS TERMINAL,"A,C,E",0,8,0,0,3,12,3,249,209,42,131,672
2019,2,Manhattan,42 ST.-TIMES SQUARE,"1,2,3",0,2,2,0,1,6,0,90,55,12,33,198
